preco,area,salas,quartos,suites,banheiros,andar,garagens,iptu,condominio,portaria,espaco_social,piscina,academia
250000.0,60,2,3,1,2,1.0,2,41.31,180.0,0,0,0,0
450000.0,102,2,2,1,2,5.0,1,90.0,45.0,0,0,0,0
295000.0,88,1,2,0,1,4.0,1,752.0,100.0,0,0,0,0
350000.0,60,2,3,0,2,1.0,1,60.0,120.0,0,0,0,0
310000.0,60,2,3,1,2,2.0,1,900.0,200.0,0,0,0,0
279000.0,63,1,3,0,1,3.0,1,41.04,200.0,0,0,0,0
275000.0,54,2,2,1,2,3.0,1,100.0,200.0,0,0,0,0
385000.0,90,2,4,1,2,1.0,3,83.33,200.0,0,0,0,0
636000.0,96,2,3,1,2,0.0,2,178.0,200.0,0,0,1,0
165000.0,54,1,2,0,1,1.0,1,25.41,230.0,0,0,0,0
570000.0,97,3,3,1,3,1.0,2,204.0,375.0,0,0,0,0
330000.0,54,1,2,0,1,11.0,2,95.22,230.0,1,1,1,0
280000.0,48,1,2,0,1,6.0,2,350.0,235.0,1,1,1,0
220000.0,43,1,2,0,1,3.0,1,71.58,350.0,0,0,1,0
205000.0,55,1,2,0,1,1.0,1,60.0,200.0,1,0,1,0
215000.0,43,1,2,0,1,5.0,1,100.0,230.0,1,0,1,0
283000.0,50,1,2,1,1,2.0,1,60.0,200.0,0,0,0,0
460000.0,86,2,3,1,2,1.0,1,35.0,100.0,0,0,0,0
330000.0,60,1,2,0,1,4.0,1,35.0,100.0,0,0,0,0
330000.0,60,1,2,0,1,5.0,1,35.0,100.0,0,0,0,0
575000.0,110,3,3,1,3,1.0,1,83.33,100.0,0,0,0,0
360000.0,78,2,3,0,2,2.0,2,84.0,300.0,0,0,0,0
350000.0,80,2,2,0,2,1.0,1,90.0,170.0,0,0,0,0
270000.0,50,1,2,0,1,4.0,1,40.0,260.0,0,0,1,0
560000.0,176,2,3,1,2,3.0,3,165.0,300.0,0,0,0,0
300000.0,74,1,3,0,1,1.0,1,80.0,200.0,0,0,0,0
720000.0,186,3,5,2,3,3.0,3,125.0,400.0,0,1,1,0
320000.0,69,2,3,1,2,1.0,1,58.33,330.0,0,0,0,0
285000.0,49,1,2,0,1,2.0,1,40.0,245.0,0,0,0,0
589000.0,119,2,3,1,2,1.0,2,170.0,340.0,0,0,1,1
380000.0,90,1,3,1,1,1.0,2,91.67,260.0,0,0,0,0
426000.0,100,1,2,0,1,1.0,1,100.0,189.0,0,0,0,0
230000.0,69,2,2,1,2,0.0,1,45.0,190.0,0,0,0,0
490000.0,72,2,2,1,2,2.0,1,125.0,480.0,0,1,0,0
415000.0,60,2,2,1,2,2.0,1,108.33,450.0,1,1,1,1
520000.0,80,2,3,1,2,7.0,2,145.83,600.0,1,1,1,1
320000.0,85,2,3,1,2,1.0,1,64.0,160.0,0,1,1,0
650000.0,230,4,4,2,4,1.0,2,191.67,234.0,1,0,0,0
270000.0,44,1,2,0,1,2.0,1,40.0,280.0,1,0,1,0
170000.0,42,1,2,0,1,3.0,1,200.0,280.0,1,0,1,0
225000.0,51,1,2,0,1,4.0,1,65.0,285.0,1,0,1,0
167000.0,45,1,2,0,1,1.0,1,45.0,271.0,1,0,1,0
190000.0,43,1,2,0,1,2.0,1,37.54,250.0,1,0,1,0
159900.0,55,1,2,0,1,5.0,1,50.0,137.0,1,0,1,0
165000.0,57,1,2,0,1,1.0,1,70.0,139.0,1,0,1,0
197100.0,50,1,2,0,1,5.0,1,32.0,150.0,1,0,0,0
220000.0,53,1,2,0,1,4.0,1,77.5,150.0,1,0,1,0
182000.0,55,1,2,0,1,1.0,1,66.67,170.0,1,0,1,1
212000.0,49,1,2,0,1,4.0,1,77.5,150.0,1,0,1,0
230000.0,49,1,2,0,1,3.0,1,66.67,150.0,1,0,1,0
155000.0,48,1,2,0,1,5.0,1,70.83,150.0,1,0,1,1
260000.0,78,1,3,0,1,3.0,1,77.5,170.0,1,0,1,0
185000.0,59,1,3,0,1,4.0,1,50.0,270.0,1,0,1,0
240000.0,59,1,3,0,1,5.0,1,81.67,318.0,1,0,1,0
215000.0,63,1,3,0,1,2.0,1,52.89,260.0,1,0,1,0
195000.0,60,1,3,0,1,5.0,1,50.0,275.0,1,0,1,0
220000.0,71,1,3,0,1,1.0,1,27.5,280.0,1,0,1,0
260000.0,54,1,3,0,1,3.0,1,66.67,350.0,1,0,1,0
260000.0,71,1,3,0,1,1.0,1,75.0,300.0,1,0,1,0
220000.0,58,1,3,0,1,2.0,1,599.72,244.5,1,0,1,0
200000.0,50,1,2,0,1,2.0,1,800.0,187.0,1,0,1,0
229000.0,76,1,3,0,1,2.0,1,100.0,180.0,1,0,1,0
185000.0,46,1,2,0,1,2.0,1,33.33,180.0,1,0,1,0
210000.0,47,2,2,1,2,1.0,1,26.25,70.0,0,0,0,0
320000.0,110,2,2,1,2,2.0,1,66.67,60.0,0,0,0,0
200000.0,44,1,2,0,1,3.0,1,100.0,335.0,0,0,0,0
340000.0,69,2,3,1,2,1.0,2,120.0,250.0,0,0,0,0
340000.0,69,2,3,1,2,2.0,2,120.0,250.0,0,0,0,0
280000.0,90,2,3,0,2,1.0,2,117.0,140.0,0,0,1,0
167000.0,45,1,2,0,1,4.0,1,32.0,140.0,1,0,0,0
145000.0,200,1,2,0,1,5.0,1,200.0,170.0,1,0,0,0
290000.0,65,1,3,0,1,1.0,1,41.67,180.0,0,0,0,0
419500.0,117,2,3,1,2,1.0,1,150.0,120.0,0,0,0,0
348700.0,72,2,3,1,2,2.0,1,120.0,100.0,0,0,0,0
315000.0,140,2,2,1,2,4.0,1,106.65,280.0,0,0,0,0
330000.0,61,1,2,0,1,1.0,1,100.0,260.0,0,0,1,0
470000.0,100,2,3,1,2,1.0,2,115.0,150.0,0,0,0,0
380000.0,90,2,3,1,2,8.0,2,93.0,300.0,0,0,0,0
320900.0,64,2,2,1,2,3.0,2,66.67,180.0,0,0,0,0
320900.0,61,2,2,1,2,4.0,2,66.67,180.0,0,0,0,0
215000.0,65,2,3,0,2,4.0,1,55.09,230.0,1,0,0,0
360000.0,145,2,3,1,2,0.0,2,110.0,150.0,0,0,0,0
320000.0,70,1,3,1,1,2.0,1,118.0,280.0,0,0,0,0
550000.0,197,3,3,1,3,4.0,2,195.0,180.0,0,0,0,0
290000.0,58,2,2,1,2,6.0,2,148.0,155.0,0,0,0,0
250000.0,56,1,2,0,1,1.0,1,63.69,255.0,0,0,0,0
259000.0,67,1,3,0,1,4.0,1,67.0,250.0,0,0,0,0
245000.0,62,2,3,1,2,2.0,1,40.01,250.0,0,0,0,0
580000.0,200,2,3,1,2,1.0,2,187.0,300.0,1,1,1,1
553200.0,78,2,3,1,2,8.0,2,116.67,550.0,1,1,1,1
350000.0,77,2,3,1,2,2.0,2,150.0,450.0,0,0,0,0
370000.0,86,2,3,0,2,0.0,1,41.67,180.0,0,0,0,0
290000.0,68,1,3,0,1,2.0,1,60.0,180.0,1,0,0,0
361269.49,100,2,2,2,2,3.0,1,300.0,300.0,0,0,1,0
335000.0,70,2,3,1,2,2.0,1,200.0,250.0,0,0,0,0
265000.0,80,2,3,0,2,4.0,1,36.69,300.0,1,1,1,0
300000.0,67,1,2,0,1,4.0,1,90.0,350.0,0,0,0,0
330000.0,73,1,3,0,1,4.0,1,90.5,330.0,0,0,0,0
250000.0,61,1,3,0,1,4.0,2,36.69,250.0,1,1,1,1
370000.0,78,2,3,1,2,3.0,2,63.29,230.0,0,0,0,0
499900.0,127,2,3,0,2,6.0,1,116.92,280.0,0,0,1,0
200000.0,90,1,3,0,1,3.0,1,26.58,250.0,0,0,1,0
205000.0,45,1,2,0,1,3.0,1,40.0,300.0,1,0,1,0
387000.0,54,1,2,0,1,3.0,1,100.0,180.0,0,0,0,0
179000.0,55,1,2,0,1,1.0,0,20.0,80.0,0,0,0,0
319000.0,114,2,2,0,2,1.0,1,90.0,180.0,0,0,0,0
198000.0,45,1,1,0,1,1.0,0,25.0,80.0,0,0,0,0
419000.0,180,3,3,1,3,3.0,1,120.0,180.0,0,0,0,0
135000.0,48,1,2,0,1,3.0,1,35.64,150.0,1,0,1,0
158000.0,44,1,2,0,1,2.0,1,35.14,166.0,1,0,1,0
220000.0,53,1,2,0,1,2.0,1,20.0,292.0,1,0,1,0
200000.0,63,1,2,0,1,1.0,2,58.33,100.0,0,0,0,0
333000.0,70,1,2,0,1,1.0,1,58.33,150.0,1,0,1,0
180000.0,42,1,2,0,1,4.0,1,220.0,220.0,0,0,1,0
172000.0,47,1,2,0,1,4.0,1,175.0,185.0,0,0,1,0
138000.0,46,1,2,0,1,1.0,1,200.0,200.0,1,0,1,0
267900.0,55,1,2,0,1,3.0,1,85.0,220.0,0,0,0,0
424000.0,100,2,2,0,2,7.0,1,83.33,350.0,1,1,1,0
410000.0,80,2,3,1,2,2.0,2,180.0,180.0,0,0,0,0
400000.0,120,1,3,1,1,3.0,1,150.0,150.0,0,0,0,0
220000.0,54,1,2,0,1,1.0,1,180.0,180.0,0,0,0,0
575000.0,108,3,4,1,3,2.0,4,164.0,570.0,0,0,0,0
1600000.0,195,4,4,2,4,4.0,4,280.0,290.0,0,0,0,0
725000.0,100,3,3,1,3,1.0,1,111.5,550.0,0,0,0,0
228608.5,25,1,1,1,1,9.0,1,79.17,884.0,1,0,0,0
1080000.0,195,3,4,1,3,5.0,2,125.0,300.0,0,0,0,0
650000.0,100,2,3,1,2,3.0,2,125.0,300.0,0,0,0,0
689000.0,112,2,3,1,2,2.0,2,125.0,300.0,0,0,0,0
780000.0,145,2,3,1,2,1.0,2,125.0,300.0,0,0,0,0
660000.0,100,2,3,1,2,4.0,2,125.0,308.0,0,0,0,0
676000.0,108,2,3,1,2,2.0,2,125.0,300.0,0,0,0,0
640000.0,100,2,3,1,2,3.0,2,125.0,300.0,0,0,0,0
297000.0,100,1,2,0,1,2.0,1,100.0,180.0,0,0,0,0
290000.0,100,1,2,0,1,2.0,1,100.0,180.0,0,0,0,0
149000.0,49,1,2,0,1,4.0,1,66.67,190.0,0,0,0,0
150000.0,46,1,2,0,1,1.0,1,29.83,200.0,0,0,0,0
250000.0,63,2,3,0,2,2.0,1,100.0,320.0,0,0,0,0
250000.0,79,2,3,1,2,1.0,1,69.75,290.0,0,0,0,0
171500.0,45,1,2,0,1,4.0,1,20.0,230.0,0,0,1,0
170000.0,45,1,2,0,1,1.0,1,30.0,180.0,0,0,1,0
138000.0,45,1,2,0,1,4.0,1,30.0,165.0,0,0,1,0
172000.0,39,1,2,0,1,4.0,1,29.98,160.0,0,0,1,0
480000.0,100,1,2,0,1,2.0,2,110.0,250.0,0,0,0,0
360000.0,66,2,2,1,2,6.0,2,87.25,275.0,0,0,1,0
489000.0,77,2,3,1,2,4.0,2,121.75,385.0,0,0,0,0
549000.0,100,3,3,1,3,1.0,1,82.0,150.0,0,0,1,0
1150000.0,300,3,4,1,3,5.0,5,35.08,350.0,0,0,0,0
1280000.0,178,4,4,3,4,3.0,3,480.0,980.0,0,0,0,0
215000.0,58,1,2,0,1,6.0,1,85.0,270.0,1,0,0,0
190000.0,58,1,2,0,1,8.0,1,80.0,270.0,1,0,0,0
210000.0,55,1,2,0,1,1.0,1,83.33,150.0,1,0,1,0
170000.0,47,1,2,0,1,4.0,1,45.23,300.0,1,0,1,0
185500.0,44,1,2,0,1,3.0,1,70.0,240.0,1,0,1,0
1300000.0,285,5,4,2,5,1.0,3,250.0,1000.0,0,0,0,0
820000.0,108,3,3,1,3,4.0,2,121.67,400.0,0,0,0,0
960000.0,180,4,4,2,4,4.0,2,250.0,450.0,0,0,0,0
430000.0,94,2,3,1,2,1.0,1,1000.0,250.0,0,0,0,0
680000.0,140,2,3,1,2,1.0,1,120.43,450.0,0,0,0,0
430000.0,92,3,3,1,3,1.0,2,130.0,310.0,1,0,0,0
510000.0,110,3,3,1,3,0.0,3,110.0,250.0,0,0,0,0
300000.0,103,2,3,1,2,1.0,2,108.33,300.0,0,0,0,0
340000.0,87,2,2,1,2,1.0,2,91.58,90.0,0,0,0,0
420000.0,85,2,3,1,2,1.0,1,125.0,300.0,0,0,0,0
650000.0,86,2,3,1,2,2.0,3,150.0,550.0,0,0,0,0
650000.0,150,3,3,1,3,1.0,3,408.0,450.0,0,0,0,0
635000.0,174,3,3,1,3,4.0,1,158.51,500.0,0,0,0,0
1011000.0,135,4,4,4,4,2.0,2,166.67,800.0,0,0,0,0
270000.0,42,1,2,0,1,2.0,1,48.0,220.0,0,0,0,0
350000.0,107,2,3,1,2,2.0,1,111.0,469.0,0,0,0,0
455000.0,115,2,3,1,2,4.0,2,106.33,288.0,0,0,0,0
620000.0,170,3,4,1,3,2.0,2,117.83,480.0,0,0,0,0
650000.0,155,2,3,1,2,2.0,2,100.0,250.0,0,0,0,0
450000.0,75,2,3,1,2,4.0,2,100.0,250.0,0,0,0,0
520000.0,110,2,2,1,2,1.0,1,92.92,300.0,0,0,0,0
540000.0,128,2,3,0,2,4.0,2,104.04,135.0,0,0,0,0
440000.0,80,1,2,0,1,1.0,2,73.72,135.0,0,0,0,0
900000.0,120,2,3,1,2,18.0,2,300.0,930.0,1,1,1,1
424000.0,62,2,3,1,2,1.0,2,100.0,350.0,0,1,1,0
380000.0,100,2,3,1,2,1.0,1,78.75,420.0,0,1,1,0
1500000.0,240,4,4,2,4,1.0,4,392.6,600.0,0,0,0,0
950000.0,146,2,3,1,2,4.0,3,305.0,900.0,1,0,1,0
890000.0,110,2,3,1,2,3.0,2,249.6,570.0,1,0,0,0
435000.0,100,1,3,0,1,1.0,1,91.0,340.0,0,0,0,0
340000.0,78,2,3,1,2,2.0,1,75.0,280.0,1,0,1,0
950000.0,130,3,4,2,3,5.0,3,180.0,350.0,0,0,0,0
1170000.0,133,5,4,2,5,4.0,3,275.0,350.0,1,0,0,0
910000.0,140,4,4,2,4,3.0,3,188.17,500.0,0,0,0,0
140000.0,44,1,2,0,1,4.0,1,70.0,275.0,1,0,1,0
180000.0,42,1,2,0,1,3.0,1,80.0,320.0,1,0,1,0
170000.0,62,1,2,0,1,4.0,1,48.19,300.0,1,0,1,0
165000.0,65,1,2,0,1,2.0,1,70.0,270.0,1,0,1,0
220933.35,75,1,3,0,1,5.0,1,61.78,250.0,1,0,1,0
120000.0,55,1,2,0,1,3.0,1,70.0,75.0,0,0,0,0
150000.0,46,1,2,0,1,4.0,1,29.19,224.0,1,0,1,0
147200.0,50,1,2,0,1,2.0,1,29.14,224.0,1,0,1,0
1600000.0,340,4,4,4,4,5.0,3,250.0,650.0,0,0,0,0
980000.0,150,4,4,2,4,4.0,3,203.33,250.0,0,0,0,0
960000.0,150,4,4,2,4,4.0,3,203.33,250.0,0,0,0,0
420000.0,89,2,3,1,2,1.0,1,145.0,290.0,0,0,0,0
1400000.0,277,3,4,2,3,10.0,4,222.81,250.0,0,0,0,0
850000.0,85,3,3,1,3,8.0,3,125.0,400.0,0,0,1,0
470000.0,130,3,3,1,3,0.0,2,75.0,180.0,0,0,0,0
1050000.0,190,3,4,2,3,3.0,3,170.0,350.0,0,0,0,0
680000.0,184,2,3,1,2,1.0,2,219.0,220.0,0,0,0,0
550000.0,114,3,4,1,3,1.0,2,150.0,500.0,1,0,0,0
890000.0,150,2,3,1,2,1.0,2,163.17,370.0,0,0,0,0
1295000.0,259,3,4,1,3,6.0,4,350.0,900.0,0,0,0,0
1350000.0,144,1,4,2,1,0.0,3,33.33,1380.0,0,0,1,0
1200000.0,150,3,4,2,3,5.0,3,215.0,1300.0,0,1,1,0
1000000.0,187,3,4,1,3,3.0,2,250.0,1500.0,1,1,1,1
750000.0,109,2,2,1,2,5.0,4,108.33,200.0,0,0,1,0
463541.49,88,2,3,1,2,3.0,2,100.0,350.0,0,0,0,0
190000.0,45,1,2,0,1,4.0,1,25.0,200.0,1,0,1,1
213000.0,60,1,2,0,1,2.0,1,83.33,220.0,0,0,0,0
315000.0,73,2,3,1,2,5.0,1,64.33,390.0,0,0,1,1
305000.0,59,2,2,1,2,3.0,1,84.0,329.0,1,0,0,0
400000.0,72,2,2,1,2,1.0,2,80.0,200.0,0,0,0,0
245000.0,70,2,2,0,2,1.0,1,98.0,150.0,0,0,0,0
280000.0,48,1,2,0,1,5.0,1,38.77,250.0,1,0,1,0
199000.0,55,1,2,0,1,5.0,1,32.0,260.0,1,0,1,0
280000.0,47,1,2,0,1,0.0,1,31.17,220.0,1,0,1,0
230000.0,48,1,2,0,1,4.0,1,30.0,250.0,1,0,1,0
280000.0,44,1,2,0,1,2.0,1,29.17,280.0,1,0,1,0
230000.0,52,1,2,0,1,0.0,1,38.62,240.0,1,0,1,0
215000.0,45,1,2,0,1,2.0,1,66.67,193.0,1,0,0,0
332868.08,65,2,2,1,2,5.0,1,75.0,550.0,1,1,1,1
305000.0,67,2,2,1,2,3.0,1,41.67,540.0,1,1,1,0
560000.0,89,2,3,1,2,5.0,2,175.0,420.0,0,1,0,1
880000.0,150,4,4,2,4,5.0,3,290.0,800.0,0,0,1,0
250000.0,59,2,2,1,2,3.0,1,37.5,250.0,0,0,0,0
2700000.0,300,6,4,4,6,7.0,4,877.58,2800.0,1,1,1,1
370000.0,90,2,3,1,2,2.0,1,66.1,550.0,1,1,0,0
520000.0,85,2,3,1,2,12.0,1,106.0,811.0,0,1,1,0
278000.0,70,2,2,1,2,1.0,1,35.58,320.0,1,0,1,0
340000.0,73,2,3,1,2,3.0,1,100.0,350.0,0,0,0,0
691500.0,219,3,4,1,3,2.0,2,179.08,350.0,0,0,0,0
475000.0,60,2,2,1,2,2.0,1,83.33,430.0,1,1,1,1
360000.0,72,2,2,1,2,2.0,1,70.83,340.0,0,0,0,0
420000.0,118,1,3,0,1,3.0,1,47.3,160.0,0,0,0,0
590000.0,116,2,3,1,2,2.0,2,125.0,400.0,1,0,0,0
450000.0,60,1,3,0,1,3.0,1,80.0,380.0,0,0,1,0
660000.0,88,2,3,1,2,7.0,2,136.0,560.0,1,1,1,1
670000.0,90,2,3,1,2,6.0,2,126.0,590.0,1,0,0,0
699900.0,110,3,3,2,3,6.0,2,100.0,150.0,0,0,0,0
980000.0,156,3,3,1,3,3.0,2,176.0,420.0,0,0,1,0
450000.0,115,2,3,1,2,2.0,2,170.0,300.0,0,0,0,0
420000.0,68,2,3,1,2,1.0,3,113.25,180.0,0,0,0,0
1754797.64,300,3,4,1,3,2.0,3,159.38,350.0,0,1,1,0
430000.0,120,1,3,0,1,2.0,1,91.67,200.0,1,0,0,0
1200000.0,174,3,3,2,3,4.0,2,162.49,400.0,0,0,0,0
870000.0,105,2,3,1,2,9.0,2,114.58,1100.0,1,1,1,0
550000.0,72,2,3,1,2,0.0,1,137.25,390.0,0,0,0,0
295000.0,50,1,2,0,1,10.0,0,90.0,530.0,1,1,1,1
400000.0,107,3,3,1,3,2.0,1,100.0,350.0,1,0,0,0
829000.0,219,3,4,1,3,2.0,3,210.0,500.0,0,0,0,0
357000.0,56,1,2,0,1,2.0,2,768.0,275.0,0,0,0,0
590000.0,95,2,3,1,2,1.0,2,100.45,300.0,0,0,0,0
450000.0,120,2,2,0,2,4.0,2,92.41,260.0,0,0,0,0
250744.39,53,2,2,1,2,4.0,1,45.0,180.0,0,0,0,0
1230000.0,200,3,3,1,3,4.0,3,290.0,600.0,0,0,1,0
1100000.0,285,2,4,2,2,3.0,3,299.0,550.0,0,0,1,0
900000.0,150,3,4,2,3,1.0,3,376.72,800.0,0,0,1,0
850000.0,184,4,4,1,4,1.0,2,250.0,617.0,0,1,1,0
650000.0,170,3,3,1,3,3.0,2,149.34,444.0,0,0,1,1
300000.0,100,1,2,0,1,2.0,1,54.41,173.0,1,0,1,0
380000.0,84,3,3,1,3,1.0,2,150.0,320.0,0,0,0,0
424000.0,83,2,3,1,2,2.0,2,100.0,300.0,0,0,0,0
355000.0,65,2,2,1,2,5.0,2,98.32,500.0,0,0,0,0
650000.0,190,2,4,1,2,4.0,2,108.33,300.0,0,0,1,0
273480.0,45,1,2,0,1,2.0,1,69.75,170.0,0,0,0,0
680001.0,100,3,3,1,3,8.0,2,23.17,1221.0,0,0,1,1
550001.0,85,3,3,1,3,1.0,2,23.17,1221.0,0,0,1,1
660000.0,100,3,3,1,3,5.0,2,23.17,1221.0,0,0,1,1
265000.0,59,2,2,1,2,2.0,1,51.1,251.0,1,0,0,0
954000.0,147,2,4,2,2,1.0,3,315.31,529.0,1,1,1,1
1100000.0,200,3,4,1,3,9.0,3,259.01,950.0,1,1,1,1
185000.0,50,1,2,0,1,3.0,1,37.79,180.0,0,0,1,0
210000.0,48,1,2,0,1,2.0,1,30.0,150.0,0,1,1,0
225000.0,60,1,2,0,1,1.0,1,80.0,230.0,1,0,1,0
199000.0,50,1,2,0,1,4.0,1,41.15,253.0,1,0,1,0
220000.0,50,1,2,0,1,2.0,1,20.83,250.0,0,0,0,0
485000.0,130,2,2,1,2,1.0,2,110.0,280.0,0,0,1,0
375000.0,110,3,2,1,3,5.0,2,1200.0,150.0,1,0,0,0
550000.0,180,3,4,2,3,3.0,2,175.0,400.0,0,0,0,0
420000.0,150,2,3,1,2,1.0,2,80.0,350.0,0,0,0,0
295000.0,100,2,3,1,2,1.0,1,90.0,200.0,0,0,0,0
426000.0,120,2,2,0,2,5.0,2,106.08,300.0,0,0,0,0
485000.0,125,1,3,0,1,2.0,1,47.28,150.0,0,0,0,0
729000.0,147,3,3,1,3,10.0,2,160.0,890.0,1,1,1,0
250000.0,47,2,2,1,2,4.0,1,30.0,186.0,1,0,0,0
850000.0,140,3,3,1,3,2.0,2,115.0,300.0,0,0,0,0
280000.0,72,1,1,0,1,1.0,1,85.38,269.0,1,0,1,1
829000.0,90,2,3,1,2,4.0,2,173.08,1000.0,0,0,0,1
380000.0,78,2,3,1,2,4.0,2,70.0,262.0,1,0,1,0
330000.0,69,2,2,1,2,1.0,1,79.17,298.0,1,0,1,0
470000.0,62,2,3,1,2,7.0,2,77.0,270.0,0,0,1,0
370000.0,65,2,2,1,2,1.0,2,89.0,50.0,0,0,1,0
220000.0,70,1,2,0,1,1.0,1,100.0,170.0,0,0,0,0
280000.0,91,2,3,1,2,1.0,2,91.67,160.0,0,0,0,0
270000.0,54,1,2,0,1,2.0,1,40.0,250.0,0,0,0,0
210000.0,70,1,3,0,1,4.0,2,28.18,350.0,1,0,1,1
210000.0,55,1,2,0,1,4.0,1,40.0,250.0,1,0,1,0
600000.0,160,3,3,1,3,2.0,2,360.0,360.0,0,1,1,1
350000.0,85,2,3,1,2,1.0,2,101.58,250.0,0,0,0,0
240000.0,55,1,2,0,1,2.0,1,37.5,260.0,0,0,0,0
255000.0,50,1,2,0,1,1.0,1,54.17,320.0,0,0,1,0
240000.0,70,1,2,0,1,3.0,1,38.26,150.0,0,0,0,0
650000.0,240,2,3,1,2,4.0,2,150.0,180.0,0,0,0,0
410000.0,95,2,3,1,2,1.0,1,100.0,280.0,0,0,0,0
385000.0,70,1,2,0,1,2.0,1,54.17,340.0,0,0,1,0
340000.0,64,2,2,1,2,3.0,2,117.0,250.0,0,0,0,0
520000.0,154,3,4,1,3,4.0,1,125.0,120.0,0,0,0,0
230000.0,70,1,3,0,1,4.0,1,70.0,300.0,0,0,0,0
524900.0,72,2,3,1,2,1.0,2,175.21,174.0,0,0,0,0
369900.0,72,2,3,1,2,6.0,1,144.77,250.0,0,0,0,0
389900.0,72,2,3,1,2,6.0,1,233.23,174.0,0,0,0,0
369900.0,72,2,3,1,2,3.0,1,137.63,174.0,0,0,0,0
429900.0,92,2,3,1,2,6.0,2,233.33,220.0,0,0,0,0
699900.0,154,2,3,1,2,8.0,2,227.45,174.0,0,0,0,0
379900.0,72,2,3,1,2,5.0,1,137.63,174.0,0,0,0,0
399900.0,72,1,3,1,1,7.0,1,137.63,174.0,0,0,0,0
354900.0,72,2,3,1,2,4.0,1,134.03,250.0,0,0,0,0
550000.0,155,3,3,1,3,4.0,2,180.0,200.0,0,0,0,0
180000.0,60,1,2,0,1,4.0,1,83.33,200.0,1,0,0,0
330000.0,65,2,3,0,2,1.0,2,130.0,350.0,0,0,0,0
328033.05,111,1,2,0,1,1.0,1,96.27,250.0,0,0,0,0
522100.0,120,3,2,1,3,4.0,2,125.0,200.0,0,0,0,0
303192.0,55,1,2,0,1,5.0,1,100.0,280.0,1,0,1,0
325000.0,73,2,2,1,2,2.0,4,132.0,150.0,0,0,0,0
315000.0,60,2,3,1,2,7.0,1,86.0,250.0,0,0,0,0
306000.0,60,2,3,1,2,5.0,1,1400.0,250.0,1,0,0,0
315000.0,60,1,3,1,1,8.0,1,1200.0,250.0,1,0,0,0
650000.0,120,2,3,1,2,9.0,2,117.0,300.0,0,0,0,0
391500.0,90,2,4,1,2,2.0,2,100.0,400.0,0,0,0,0
757980.0,160,2,3,1,2,4.0,3,200.0,250.0,0,0,0,0
414100.0,80,2,2,1,2,2.0,2,150.0,250.0,0,0,0,0
350000.0,98,2,3,1,2,2.0,1,122.0,320.0,0,0,0,0
561800.0,126,2,3,1,2,4.0,2,166.67,500.0,0,1,1,1
1550000.0,288,3,4,1,3,9.0,4,458.33,550.0,1,1,1,0
638000.0,170,4,3,1,4,4.0,2,174.0,436.0,0,0,0,0
550000.0,170,4,3,1,4,3.0,2,173.83,490.0,0,0,0,0
400000.0,77,1,2,0,1,1.0,2,105.42,330.0,0,0,1,0
320000.0,57,2,3,0,2,7.0,1,1600.0,400.0,0,0,0,0
340000.0,72,2,3,1,2,6.0,1,98.22,473.0,1,1,1,0
330000.0,67,1,3,1,1,2.0,1,108.33,439.95,1,1,1,0
480000.0,139,2,3,1,2,1.0,1,81.67,270.0,0,0,0,0
680000.0,112,2,3,1,2,1.0,2,147.0,350.0,0,0,0,0
650000.0,130,2,4,1,2,3.0,2,166.67,500.0,0,0,1,0
198000.0,53,1,2,0,1,2.0,0,70.0,240.0,0,0,0,0
410000.0,76,2,2,1,2,3.0,2,140.0,249.0,0,0,1,0
310000.0,55,1,2,0,1,9.0,1,108.33,460.0,1,1,1,0
330000.0,75,2,3,1,2,4.0,1,111.0,550.0,1,1,1,1
309000.0,58,1,2,0,1,11.0,1,100.0,450.0,1,1,1,1
500000.0,113,2,3,1,2,2.0,2,144.0,500.0,0,0,0,0
1700000.0,340,3,3,1,3,6.0,2,250.0,650.0,0,0,0,0
420000.0,67,2,3,1,2,1.0,2,127.48,440.0,0,0,1,0
420000.0,85,2,3,1,2,1.0,2,118.0,304.0,0,0,0,0
850000.0,140,3,4,1,3,1.0,2,225.0,570.0,0,0,0,0
350000.0,74,2,3,1,2,4.0,1,89.5,260.0,0,0,0,0
414894.0,102,3,3,1,3,3.0,2,200.0,350.0,0,0,1,0
440000.0,94,2,3,1,2,4.0,2,187.0,400.0,0,0,0,0
395000.0,88,2,3,1,2,1.0,1,104.17,330.0,0,0,0,0
1200000.0,170,4,3,1,4,12.0,3,26.5,700.0,1,1,1,1
695000.0,191,3,4,1,3,3.0,2,190.17,380.0,0,0,0,0
297000.0,67,2,3,1,2,2.0,1,100.83,280.0,0,0,0,0
650000.0,110,2,4,1,2,1.0,2,226.42,650.0,0,0,1,0
1288000.0,147,3,4,2,3,2.0,3,353.83,1450.0,1,1,1,1
1308000.0,147,3,4,2,3,4.0,3,353.83,1450.0,1,1,1,1
1328000.0,147,3,4,2,3,6.0,3,353.83,1450.0,1,1,1,1
360000.0,57,2,2,1,2,2.0,2,96.5,250.0,0,0,1,0
400000.0,78,2,3,1,2,2.0,2,110.0,250.0,0,0,0,0
275000.0,48,1,2,0,1,4.0,1,58.33,350.0,1,0,1,0
530000.0,134,2,3,1,2,1.0,2,230.0,300.0,1,0,0,0
894736.0,158,1,4,1,1,3.0,3,403.11,662.0,0,0,1,0
795000.0,76,2,3,1,2,3.0,2,193.58,340.0,0,0,0,0
