preco,area,salas,quartos,suites,banheiros,andar,garagens,iptu,condominio,portaria,espaco_social,piscina,academia
990000.0,175,2,5,1,2,5.0,2,257.33,350.0,0,0,0,0
630000.0,120,3,3,1,3,1.0,2,150.0,450.0,0,0,0,0
550000.0,170,2,4,1,2,3.0,2,179.0,415.0,0,0,0,0
175000.0,49,1,2,0,1,2.0,1,31.28,130.0,0,0,0,0
215000.0,67,1,3,0,1,3.0,1,99.0,290.0,1,0,1,0
182000.0,45,1,2,0,1,1.0,1,45.83,200.0,0,0,0,0
235000.0,57,1,3,0,1,4.0,1,70.0,180.0,0,0,0,0
245002.7,60,1,3,0,1,3.0,1,76.0,200.0,0,0,0,0
530000.0,121,2,4,1,2,1.0,2,177.5,485.0,0,0,0,0
449000.0,110,2,2,1,2,3.0,2,120.0,430.0,0,0,0,0
750000.0,260,4,4,2,4,2.0,2,133.33,500.0,0,0,1,0
450000.0,58,2,2,1,2,3.0,1,100.0,170.0,0,0,0,0
560000.0,84,3,3,1,3,2.0,2,100.0,250.0,1,0,0,0
901600.0,165,2,3,1,2,2.0,2,151.0,717.0,0,0,0,0
380000.0,78,2,2,1,2,4.0,1,155.83,604.0,1,1,1,0
298000.0,90,2,2,1,2,4.0,1,88.0,150.0,0,0,0,0
650000.0,150,4,4,2,4,2.0,4,278.33,500.0,0,0,0,0
553000.0,138,3,4,1,3,3.0,2,145.0,180.0,0,0,0,0
1400000.0,245,5,4,3,5,6.0,4,500.0,1300.0,1,0,1,1
600000.0,160,2,3,1,2,5.0,2,97.98,600.0,0,0,0,0
520000.0,80,2,2,1,2,2.0,2,84.71,312.0,0,0,0,0
365000.0,52,2,2,1,2,2.0,1,81.67,302.0,1,1,1,0
335000.0,48,1,2,0,1,10.0,1,90.0,260.0,1,1,1,0
320000.0,49,2,2,1,2,7.0,1,94.0,302.0,1,1,1,0
490000.0,55,2,3,1,2,3.0,2,141.67,530.0,1,1,1,0
520000.0,110,3,2,1,3,9.0,2,120.0,700.0,1,1,1,0
350000.0,58,2,2,1,2,4.0,1,62.99,450.0,1,1,1,0
380000.0,76,2,3,1,2,4.0,1,104.17,400.0,1,0,1,1
1600000.0,163,3,4,1,3,1.0,4,291.67,500.0,1,0,0,0
649000.0,84,3,2,1,3,10.0,2,20.83,400.0,1,0,0,0
400000.0,69,1,2,1,1,3.0,2,100.0,390.0,0,0,0,0
650000.0,80,2,3,1,2,3.0,2,166.67,300.0,0,0,0,0
396000.0,70,2,2,1,2,2.0,2,100.0,459.0,0,0,0,0
594963.66,150,2,3,1,2,1.0,2,155.0,400.0,0,0,0,0
277000.0,65,2,3,1,2,3.0,1,85.0,250.0,0,0,0,0
240000.0,65,1,3,0,1,4.0,1,40.0,220.0,0,0,0,0
240000.0,55,1,2,0,1,1.0,1,45.19,204.0,0,0,0,0
1100000.0,264,3,3,1,3,7.0,2,380.0,600.0,0,0,0,0
1500000.0,146,3,3,1,3,7.0,2,22.75,700.0,0,1,1,0
1300000.0,249,3,4,1,3,4.0,3,368.92,700.0,0,0,0,0
852300.0,112,2,3,2,2,3.0,2,89.57,400.0,0,0,0,0
950000.0,115,4,4,2,4,5.0,3,250.3,700.0,0,1,1,0
410000.0,90,2,3,1,2,1.0,2,130.0,250.0,0,0,0,0
1241208.83,241,3,4,1,3,4.0,4,312.78,650.0,0,0,0,0
525000.0,110,3,4,1,3,2.0,2,132.08,400.0,0,0,0,0
450000.0,100,1,2,0,1,0.0,3,73.25,200.0,0,0,0,0
264000.0,54,1,2,0,1,3.0,1,43.92,200.0,0,0,0,0
290000.0,67,1,3,0,1,3.0,1,76.75,250.0,0,0,0,0
350000.0,71,2,2,1,2,2.0,1,80.0,200.0,0,0,0,0
460000.0,100,3,4,1,3,1.0,2,115.78,396.0,0,1,1,0
459000.0,70,3,3,1,3,2.0,2,25.0,380.0,0,0,0,0
587563.0,145,3,3,1,3,2.0,2,220.0,850.0,0,0,0,0
710297.46,189,4,4,1,4,3.0,2,200.0,440.0,0,1,1,0
941200.0,160,3,3,2,3,6.0,3,200.0,400.0,0,0,0,0
1350000.0,212,4,3,3,4,3.0,3,268.93,450.0,0,0,0,0
590000.0,180,3,3,1,3,3.0,2,143.74,280.0,0,0,1,0
550500.0,85,2,3,1,2,3.0,2,200.0,350.0,0,0,0,0
599100.0,85,2,3,1,2,2.0,2,200.0,350.0,0,0,0,0
849000.0,140,5,5,4,5,4.0,4,197.08,550.0,0,0,0,0
299000.0,69,2,3,1,2,5.0,1,98.0,240.0,0,0,0,0
399000.0,90,3,3,1,3,2.0,2,110.0,270.0,0,0,0,0
389000.0,76,2,3,0,2,4.0,1,83.33,230.0,0,0,0,0
790000.0,130,3,3,1,3,1.0,2,152.0,480.0,0,0,0,0
540000.0,125,2,3,1,2,2.0,2,151.08,350.0,0,0,1,0
730000.0,128,2,4,2,2,3.0,2,108.33,250.0,1,0,0,0
390000.0,115,3,3,1,3,2.0,2,125.0,280.0,0,0,0,0
769000.0,170,2,2,2,2,8.0,2,146.6,300.0,0,0,0,0
723405.0,105,2,3,1,2,1.0,2,223.33,460.0,0,0,1,0
310000.0,75,1,2,0,1,1.0,1,93.58,270.0,0,0,0,0
300000.0,60,1,2,0,1,2.0,1,125.0,270.0,0,0,0,0
370000.0,100,1,3,0,1,3.0,1,100.0,250.0,1,0,0,0
499000.0,139,2,3,0,2,3.0,2,133.33,280.0,0,0,1,1
287235.0,44,1,2,0,1,2.0,1,29.17,250.0,1,0,1,0
205000.0,49,1,2,0,1,5.0,1,33.0,345.0,1,0,1,0
199000.0,46,1,2,0,1,2.0,1,32.0,280.0,1,0,1,0
200000.0,50,1,2,0,1,3.0,1,28.33,260.0,1,0,0,0
550000.0,160,2,3,1,2,4.0,2,180.0,300.0,0,0,1,0
290000.0,90,1,3,0,1,2.0,1,98.0,200.0,0,0,0,0
245000.0,48,1,2,0,1,3.0,1,58.33,210.0,0,0,0,0
298000.0,57,1,3,0,1,4.0,1,34.14,250.0,0,0,0,0
520000.0,110,3,2,1,3,4.0,2,119.0,200.0,0,0,0,0
340000.0,55,2,2,1,2,2.0,2,119.0,200.0,0,0,0,0
430000.0,83,2,2,1,2,1.0,2,119.0,200.0,0,0,0,0
150000.0,50,1,2,0,1,1.0,1,100.0,150.0,0,0,0,0
310000.0,50,2,2,1,2,15.0,1,108.0,341.0,1,1,1,1
430000.0,112,2,3,1,2,2.0,2,115.0,200.0,0,0,0,0
320000.0,80,2,3,1,2,2.0,2,1100.0,120.0,0,0,0,0
399999.0,92,2,3,1,2,4.0,2,120.0,290.0,0,0,1,1
300000.0,62,2,3,1,2,4.0,1,81.92,377.0,1,0,0,0
220000.0,52,1,2,0,1,1.0,1,65.0,377.0,0,0,1,0
185500.0,50,1,2,0,1,4.0,1,75.0,377.0,1,0,1,0
240000.0,45,1,2,0,1,3.0,1,35.0,220.0,0,0,0,0
215000.0,50,1,2,0,1,3.0,1,34.0,220.0,0,0,0,0
220000.0,50,1,2,0,1,2.0,1,39.88,220.0,0,0,0,0
280000.0,72,1,2,0,1,3.0,1,59.68,170.0,0,0,0,0
340000.0,67,2,3,1,2,3.0,1,71.29,290.0,0,0,0,0
360000.0,80,2,3,1,2,4.0,1,152.0,480.0,0,0,0,0
283980.0,32,1,1,0,1,7.0,1,104.58,215.0,0,0,1,1
480000.0,78,2,3,1,2,2.0,2,150.33,480.0,0,0,0,0
450000.0,68,2,3,1,2,9.0,1,112.75,400.0,0,1,1,0
570000.0,85,3,3,1,3,10.0,3,212.08,450.0,0,0,0,0
695000.0,193,3,3,1,3,3.0,3,320.0,450.0,1,0,0,0
310000.0,60,1,2,0,1,2.0,1,116.33,330.0,0,0,0,0
550000.0,112,3,3,1,3,2.0,2,100.0,500.0,0,0,0,0
1190000.0,163,3,4,2,3,1.0,3,210.83,770.0,0,0,0,0
650000.0,83,2,3,1,2,4.0,2,238.92,500.0,1,0,1,0
695000.0,130,1,3,1,1,9.0,2,200.0,350.0,0,0,1,0
980000.0,250,3,4,2,3,3.0,3,345.83,740.0,0,0,0,0
887369.46,252,4,4,2,4,3.0,3,357.0,750.0,0,0,0,0
1426196.81,450,6,5,4,6,3.0,2,250.0,650.0,1,1,1,0
598000.0,82,3,3,1,3,6.0,1,143.1,700.0,1,1,1,0
954000.0,113,2,4,1,2,2.0,3,275.0,500.0,0,0,1,0
900000.0,160,3,4,1,3,5.0,4,370.0,400.0,0,0,0,0
830000.0,140,2,3,1,2,5.0,3,284.0,600.0,0,0,0,0
900000.0,120,2,3,1,2,4.0,3,258.0,400.0,0,0,1,0
650000.0,180,4,4,2,4,3.0,2,500.0,500.0,0,0,0,0
780000.0,97,3,4,1,3,5.0,3,244.07,200.0,0,0,0,0
1050000.0,168,4,5,2,4,3.0,3,102.92,500.0,0,0,0,0
612000.0,131,3,4,1,3,3.0,2,211.0,477.0,0,0,0,0
590000.0,160,3,4,1,3,3.0,4,192.0,500.0,0,0,0,0
1500000.0,180,3,3,1,3,4.0,3,250.0,450.0,0,0,0,0
680000.0,86,3,3,1,3,6.0,2,224.17,300.0,1,0,0,0
400000.0,126,2,2,1,2,12.0,1,125.29,850.0,1,1,1,1
379000.0,77,2,3,1,2,1.0,1,124.17,950.0,1,1,1,1
695000.0,161,4,4,1,4,2.0,2,128.33,463.0,0,0,0,0
370000.0,79,3,3,1,3,1.0,2,108.25,350.0,0,0,0,0
350000.0,79,3,3,1,3,1.0,2,108.25,350.0,0,0,0,0
370000.0,93,1,2,0,1,5.0,1,108.33,3500.0,0,0,0,0
450000.0,110,2,2,0,2,4.0,1,125.0,343.0,0,0,0,0
420000.0,70,2,2,0,2,5.0,1,108.33,343.0,0,0,0,0
600000.0,143,2,3,1,2,9.0,1,133.33,500.0,0,1,1,0
550000.0,112,2,3,1,2,3.0,2,100.0,100.0,0,0,0,0
580000.0,95,2,3,1,2,6.0,2,214.92,750.0,1,1,1,1
630000.0,152,3,3,1,3,4.0,2,247.67,1000.0,1,1,1,1
780000.0,150,4,3,2,4,5.0,3,195.0,430.0,0,0,0,0
790000.0,150,3,3,1,3,3.0,2,135.0,400.0,0,0,0,0
435000.0,80,1,1,0,1,6.0,2,91.67,300.0,1,0,1,0
405000.0,68,2,2,1,2,4.0,2,166.67,290.0,0,0,1,0
590000.0,130,2,3,1,2,1.0,2,125.0,450.0,0,0,0,0
465000.0,70,2,3,1,2,2.0,1,86.54,350.0,0,0,0,0
220000.0,51,1,2,0,1,2.0,1,23.92,200.0,0,0,0,0
265000.0,94,1,3,0,1,0.0,1,35.52,196.0,0,0,0,0
307400.0,90,2,3,1,2,5.0,1,81.0,350.0,0,0,1,0
270000.0,55,1,3,0,1,4.0,1,27.0,225.0,0,0,0,0
270000.0,81,1,3,0,1,9.0,1,72.08,230.0,0,0,0,0
255000.0,70,2,3,0,2,4.0,1,40.0,360.0,1,0,1,0
260000.0,75,2,3,0,2,3.0,1,800.0,380.0,1,0,0,0
190000.0,45,1,2,0,1,6.0,1,33.33,260.0,1,0,0,0
1150000.0,228,3,4,1,3,5.0,2,383.33,1050.0,0,0,0,0
1990000.0,257,4,4,2,4,6.0,4,641.0,1000.0,0,1,1,1
801000.0,150,3,4,1,3,6.0,2,220.83,450.0,0,0,1,0
430000.0,83,2,3,0,2,3.0,2,120.0,450.0,0,0,0,0
580000.0,115,2,3,1,2,1.0,2,128.33,400.0,0,0,0,0
415000.0,110,2,3,1,2,2.0,1,161.0,590.0,0,0,0,0
730000.0,168,3,3,1,3,3.0,2,233.0,650.0,0,0,0,0
479000.0,90,2,3,1,2,2.0,2,116.67,280.0,1,0,0,0
1250000.0,149,3,4,1,3,4.0,4,400.0,750.0,0,0,0,0
550000.0,120,2,3,1,2,3.0,1,98.92,300.0,0,0,0,0
480000.0,90,2,3,1,2,1.0,1,150.0,650.0,0,0,0,0
470000.0,120,3,3,1,3,3.0,2,90.53,250.0,0,0,0,0
320000.0,105,3,2,1,3,3.0,1,66.67,150.0,0,0,0,0
780000.0,89,3,3,2,3,2.0,2,255.42,400.0,0,0,0,0
329000.0,47,1,2,0,1,6.0,1,120.83,360.0,1,0,1,0
897000.0,87,2,3,1,2,4.0,2,115.83,350.0,0,0,1,1
1490000.0,222,3,4,2,3,8.0,2,284.0,800.0,0,0,1,0
1750000.0,180,4,4,4,4,10.0,4,790.0,1900.0,1,1,1,1
1550000.0,190,4,4,2,4,4.0,2,790.0,1900.0,1,1,1,1
1670000.0,306,3,4,3,3,11.0,5,583.33,2000.0,1,1,1,1
640000.0,200,4,4,1,4,3.0,1,183.33,350.0,1,0,0,0
390000.0,90,3,3,1,3,2.0,1,120.0,400.0,0,0,0,0
550000.0,140,3,4,1,3,3.0,2,144.99,500.0,0,0,0,0
550000.0,100,2,3,1,2,3.0,2,119.0,332.0,0,0,0,0
260000.0,55,1,2,0,1,4.0,1,66.14,290.0,0,0,0,0
850000.0,140,1,3,2,1,5.0,3,191.67,350.0,0,0,0,0
380000.0,60,1,2,0,1,6.0,1,240.0,280.0,0,0,0,0
280000.0,73,1,2,0,1,4.0,1,87.0,350.0,1,0,0,0
280000.0,72,1,3,0,1,4.0,1,100.0,330.0,0,0,0,0
290000.0,82,1,3,0,1,2.0,1,56.67,250.0,0,0,0,0
300000.0,109,2,3,1,2,7.0,1,109.83,320.0,1,0,1,0
340000.0,86,2,3,1,2,2.0,1,79.0,350.0,0,0,1,0
495000.0,100,2,3,1,2,3.0,2,187.5,450.0,0,0,1,0
339000.0,85,2,3,1,2,4.0,1,79.62,260.0,1,0,0,0
420000.0,89,2,3,1,2,2.0,2,145.5,491.0,1,0,1,0
565000.0,98,1,3,1,1,3.0,2,104.17,350.0,0,0,0,0
450000.0,103,3,3,1,3,3.0,2,132.95,350.0,1,0,0,0
949000.0,140,1,4,4,1,5.0,3,266.67,550.0,1,1,1,0
940000.0,325,5,4,1,5,3.0,2,370.5,480.0,0,0,1,0
550000.0,200,2,2,0,2,8.0,2,1500.0,529.0,0,0,0,0
240000.0,42,1,1,1,1,7.0,1,189.0,1100.0,1,1,0,1
330000.0,45,1,1,1,1,7.0,1,145.67,800.0,1,1,1,1
438665.8,90,2,3,1,2,5.0,1,150.0,500.0,0,0,0,0
397000.0,90,2,3,1,2,1.0,1,150.0,450.0,0,0,0,0
1080000.0,170,5,4,2,5,1.0,3,437.08,1200.0,0,1,1,0
335000.0,65,2,2,1,2,4.0,1,113.33,270.0,0,0,1,0
950000.0,145,2,4,1,2,4.0,3,392.0,890.0,1,1,1,0
500000.0,117,3,3,1,3,5.0,2,185.75,500.0,0,0,1,0
340000.0,62,2,2,0,2,3.0,1,158.33,600.0,1,0,1,0
360000.0,65,2,2,0,2,16.0,1,182.0,650.0,1,0,1,0
345000.0,64,2,2,0,2,11.0,1,118.0,600.0,1,0,1,0
450000.0,116,1,2,0,1,4.0,1,119.17,220.0,0,0,0,0
650000.0,90,3,3,1,3,3.0,2,190.33,550.0,0,0,0,0
770000.0,200,3,2,2,3,3.0,2,350.0,350.0,0,0,0,0
610000.0,150,2,3,1,2,7.0,2,170.0,602.0,0,0,0,0
585000.0,78,2,3,1,2,5.0,2,178.0,350.0,0,0,0,0
526000.0,150,2,2,1,2,1.0,2,125.0,150.0,0,0,0,0
349500.0,50,2,2,1,2,3.0,2,125.0,150.0,0,0,0,0
459000.0,85,2,2,1,2,1.0,2,125.0,150.0,0,0,0,0
490000.0,95,2,3,1,2,1.0,1,108.33,350.0,0,0,0,0
620000.0,160,3,3,1,3,2.0,2,103.42,200.0,0,0,0,0
270000.0,48,1,2,0,1,4.0,1,49.47,413.0,1,1,1,0
260000.0,47,1,2,0,1,2.0,1,85.0,220.0,1,0,0,0
890000.0,550,3,4,2,3,11.0,6,600.0,1181.0,1,0,0,1
380000.0,138,2,3,1,2,1.0,1,141.0,300.0,0,0,0,0
1250000.0,140,4,4,2,4,1.0,3,36.33,700.0,0,0,1,0
580000.0,135,2,3,1,2,0.0,1,128.0,450.0,0,0,1,0
430000.0,87,2,3,1,2,2.0,2,138.0,450.0,0,0,0,0
520000.0,80,3,3,1,3,3.0,2,130.83,420.0,0,0,0,0
470000.0,120,2,3,1,2,2.0,1,84.0,250.0,0,0,0,0
830000.0,190,3,4,1,3,3.0,2,225.0,700.0,1,0,1,0
335000.0,80,1,2,0,1,2.0,1,90.0,230.0,0,0,0,0
280000.0,59,1,2,0,1,7.0,1,102.0,250.0,0,0,0,0
330000.0,70,1,3,0,1,6.0,1,48.3,280.0,0,0,0,0
480000.0,80,2,3,1,2,10.0,1,100.0,400.0,1,0,1,0
310000.0,78,1,2,0,1,0.0,1,59.71,250.0,0,0,0,0
200000.0,60,1,2,0,1,2.0,1,27.5,130.0,0,0,0,0
380000.0,78,2,3,1,2,2.0,2,70.0,260.0,0,0,0,0
583000.0,162,3,3,1,3,3.0,2,125.0,342.0,0,0,0,0
320000.0,73,2,3,1,2,1.0,1,150.0,280.0,0,0,1,0
445000.0,88,2,3,1,2,1.0,2,135.0,276.0,0,0,0,0
430000.0,80,2,3,1,2,3.0,2,106.33,340.0,0,0,0,0
280000.0,60,1,2,0,1,10.0,1,70.0,160.0,1,0,0,0
410000.0,90,2,3,1,2,4.0,2,183.0,300.0,0,0,0,0
470000.0,84,2,3,1,2,5.0,2,155.17,400.0,0,0,0,0
220000.0,48,1,2,0,1,4.0,1,36.06,195.0,0,0,0,0
205000.0,46,1,2,0,1,0.0,1,32.08,195.0,0,0,0,0
200000.0,51,1,2,0,1,2.0,1,36.06,230.0,0,0,0,0
380000.0,65,2,2,1,2,3.0,2,107.0,424.0,0,0,1,0
236515.85,90,1,2,0,1,0.0,1,36.89,35.0,0,0,0,0
688000.0,130,3,3,1,3,7.0,2,144.07,490.0,0,0,0,0
420000.0,75,2,3,1,2,3.0,2,180.0,190.0,0,0,0,0
280000.0,50,1,2,0,1,4.0,1,1000.0,250.0,0,0,0,0
300000.0,69,2,2,1,2,4.0,1,104.17,250.0,0,0,0,0
262000.0,54,1,2,0,1,5.0,1,80.0,180.0,0,0,0,0
279000.0,54,1,2,0,1,6.0,1,43.8,231.0,0,0,0,0
245000.0,50,1,2,0,1,5.0,1,65.61,250.0,0,0,0,0
250000.0,72,1,2,0,1,3.0,0,43.05,430.0,1,0,1,0
380000.0,86,2,3,1,2,2.0,1,750.0,250.0,0,0,0,0
350000.0,79,1,3,0,1,2.0,1,83.7,250.0,0,0,0,0
500000.0,147,3,4,1,3,2.0,2,195.0,450.0,0,0,0,0
640000.0,149,3,3,1,3,1.0,2,282.0,700.0,0,1,1,0
501502.0,138,3,4,2,3,9.0,1,125.0,500.0,1,0,1,0
373487.12,92,2,3,0,2,8.0,1,150.0,650.0,1,0,1,1
490000.0,132,2,3,1,2,9.0,1,140.0,950.0,1,0,1,0
650000.0,100,2,2,1,2,7.0,1,400.0,300.0,1,0,0,0
550000.0,92,2,3,1,2,5.0,2,170.0,578.0,1,0,1,0
430000.0,180,3,3,1,3,13.0,1,1680.0,680.0,1,0,1,0
350000.0,184,2,3,0,2,10.0,1,64.23,600.0,1,0,1,0
530000.0,76,3,3,1,3,4.0,2,165.0,545.0,0,0,1,0
250000.0,60,2,2,0,2,2.0,1,90.0,250.0,0,0,0,0
560000.0,86,2,3,1,2,2.0,2,175.83,350.0,0,0,0,0
550000.0,83,2,4,1,2,2.0,2,300.0,300.0,1,0,0,0
700000.0,138,3,2,1,3,3.0,2,1443.0,300.0,0,0,0,0
403030.0,98,2,3,1,2,2.0,1,126.09,315.0,0,0,1,0
605050.0,196,3,3,1,3,3.0,2,176.36,450.0,0,1,1,0
590000.0,174,2,3,0,2,3.0,2,118.22,300.0,0,0,0,0
470000.0,160,1,3,0,1,3.0,2,104.17,300.0,0,0,0,0
426000.0,80,2,3,1,2,3.0,1,100.0,400.0,0,0,0,0
380000.0,73,3,3,1,3,4.0,1,138.0,700.0,1,1,1,0
300000.0,50,2,2,0,2,2.0,2,83.33,250.0,0,0,1,0
1490000.0,228,4,4,1,4,8.0,3,329.33,910.0,0,0,0,0
1130000.0,150,2,4,1,2,2.0,2,234.17,707.0,0,0,1,0
357699.41,100,3,2,1,3,2.0,1,98.06,363.0,0,0,0,0
290000.0,107,1,3,0,1,2.0,1,95.83,310.0,0,0,1,0
376000.0,81,2,3,1,2,3.0,1,120.42,450.0,0,0,0,0
345000.0,96,2,3,1,2,2.0,1,100.0,350.0,0,0,0,0
380000.0,79,2,3,1,2,2.0,1,138.0,280.0,0,0,0,0
655000.0,140,2,3,1,2,1.0,2,164.94,400.0,0,0,0,0
500000.0,110,2,2,0,2,5.0,1,155.0,400.0,0,0,0,0
580000.0,190,3,3,1,3,3.0,2,193.56,380.0,0,0,0,0
350000.0,75,2,3,0,2,2.0,2,71.51,300.0,0,0,0,0
430000.0,104,2,3,0,2,5.0,1,109.0,650.0,1,0,0,0
425000.0,104,2,3,0,2,3.0,1,104.0,600.0,1,0,1,0
828000.0,110,2,3,1,2,14.0,2,268.94,540.0,0,1,1,0
769000.0,110,2,3,1,2,13.0,2,268.94,540.0,0,1,1,0
745000.0,110,2,3,1,2,12.0,2,268.94,540.0,0,1,0,0
776000.0,110,2,3,3,2,15.0,2,268.94,540.0,0,1,1,0
555000.0,82,2,3,1,2,1.0,2,124.11,420.0,0,0,0,0
450000.0,170,2,4,1,2,3.0,2,120.0,320.0,0,0,0,0
330000.0,68,2,3,1,2,3.0,1,125.0,350.0,0,0,0,0
675000.0,150,3,4,2,3,3.0,2,195.92,380.0,0,0,0,0
400000.0,97,2,3,1,2,4.0,1,87.71,238.0,0,0,0,0
350000.0,68,1,2,0,1,3.0,1,100.0,300.0,0,0,0,0
750000.0,130,3,2,1,3,3.0,2,108.33,250.0,0,0,1,0
280000.0,60,1,2,0,1,1.0,1,68.75,180.0,0,0,0,0
270000.0,42,1,2,0,1,4.0,1,83.0,200.0,0,0,0,0
850000.0,157,3,4,2,3,6.0,3,28.25,230.0,0,0,0,0
290000.0,48,2,2,0,2,2.0,1,1200.0,200.0,0,0,0,0
500000.0,109,2,3,0,2,3.0,1,65.0,300.0,0,0,0,0
990000.0,240,4,4,2,4,2.0,2,318.0,600.0,0,0,0,0
310000.0,90,2,3,0,2,3.0,1,94.0,310.0,0,0,0,0
298000.0,63,1,3,0,1,0.0,1,49.12,230.0,0,0,1,0
250000.0,62,1,3,0,1,3.0,1,79.0,230.0,0,0,0,0
485000.0,100,2,3,1,2,3.0,1,55.76,235.0,0,0,0,0
680000.0,95,2,3,1,2,10.0,2,305.25,618.0,0,0,1,0
289000.0,57,1,2,0,1,3.0,1,68.11,580.0,1,0,0,0
998000.0,180,3,4,0,3,3.0,3,351.08,600.0,1,1,1,1
830000.0,190,4,4,2,4,7.0,2,200.0,850.0,1,0,1,0
435000.0,135,2,3,1,2,2.0,1,183.33,150.0,0,0,0,0
720000.0,200,4,4,2,4,3.0,2,240.83,558.0,0,0,0,0
349000.0,87,2,2,0,2,2.0,2,86.0,300.0,0,0,0,0
637000.0,90,3,3,1,3,4.0,2,153.92,336.0,0,0,0,0
860000.0,84,2,2,1,2,16.0,2,248.0,622.0,1,1,1,1
990000.0,98,2,3,1,2,3.0,2,250.0,580.0,1,1,1,1
1097000.0,180,4,4,2,4,4.0,4,440.0,392.0,1,1,1,0
740000.0,140,2,4,1,2,6.0,2,158.0,570.0,0,0,0,0
460000.0,108,2,3,1,2,1.0,1,89.58,300.0,0,0,1,0
960000.0,400,3,5,2,3,3.0,4,309.0,450.0,0,0,0,0
890000.0,146,2,3,1,2,1.0,3,333.33,600.0,0,0,1,0
280000.0,70,2,4,1,2,4.0,1,100.0,340.0,0,0,0,0
220000.0,57,1,2,0,1,2.0,1,90.0,253.0,0,0,0,0
395000.0,96,1,2,0,1,6.0,1,290.56,100.0,0,0,0,0
630000.0,150,2,4,2,2,3.0,2,225.0,450.0,0,0,0,0
220000.0,41,1,2,0,1,3.0,1,77.75,265.0,0,0,0,0
300000.0,90,2,3,1,2,2.0,1,91.67,200.0,0,0,0,0
290000.0,68,2,3,1,2,5.0,1,1040.0,104.0,0,0,0,0
350000.0,75,3,3,1,3,5.0,1,100.0,700.0,1,0,1,0
331000.0,50,1,2,0,1,2.0,1,80.0,220.0,0,0,0,0
290000.0,60,1,5,0,1,1.0,1,89.5,220.0,0,0,0,0
390000.0,86,3,3,1,3,3.0,1,123.42,350.0,0,0,0,0
355000.0,118,1,2,0,1,2.0,1,83.33,250.0,0,0,0,0
239900.0,44,1,2,0,1,3.0,1,58.33,100.0,0,0,0,0
390000.0,114,3,3,2,3,4.0,1,150.0,250.0,0,0,0,0
390000.0,114,2,3,1,2,3.0,1,125.0,250.0,0,0,0,0
570000.0,271,3,3,1,3,5.0,2,250.0,250.0,0,0,0,0
198000.0,52,1,2,0,1,2.0,1,90.0,360.3,1,1,1,1
230000.0,52,1,2,0,1,4.0,1,79.17,350.0,1,1,1,0
210000.0,50,1,2,0,1,3.0,1,80.0,350.0,1,1,1,0
185000.0,55,1,2,0,1,5.0,2,77.0,360.0,1,1,1,0
712080.0,174,4,4,1,4,1.0,2,112.5,300.0,0,0,1,0
495000.0,100,3,3,1,3,2.0,2,117.0,500.0,0,0,1,0
344080.0,78,2,3,1,2,3.0,1,90.0,250.0,0,0,0,0
295000.0,49,1,2,0,1,3.0,2,58.33333333333334,240.0,1,0,0,0
450000.0,165,2,3,0,2,3.0,1,90.0,300.0,0,0,0,0
400000.0,95,3,3,1,3,2.0,1,1075.0,300.0,1,0,1,0
330000.0,100,3,3,1,3,1.0,1,120.0,300.0,0,0,0,0
350000.0,96,2,3,1,2,1.0,1,100.0,150.0,0,0,0,0
850000.0,150,3,3,1,3,8.0,2,360.0,900.0,0,0,0,0
213000.0,50,1,2,0,1,5.0,1,60.83,220.0,0,0,0,0
287000.0,70,1,3,0,1,2.0,1,80.0,260.0,0,0,0,0
313700.0,75,1,2,0,1,1.0,1,100.0,300.0,0,0,0,0
303000.0,76,1,2,0,1,1.0,1,100.0,300.0,0,0,0,0
400389.0,86,2,2,1,2,4.0,1,100.0,300.0,0,0,0,0
282000.0,75,1,2,0,1,3.0,1,100.0,300.0,0,0,0,0
390000.0,105,2,3,1,2,3.0,1,129.66,170.0,0,0,0,0
385000.0,90,1,3,1,1,2.0,2,107.06,300.0,0,0,0,0
520000.0,110,2,2,0,2,4.0,1,173.0,400.0,0,0,0,0
840000.0,122,3,3,1,3,5.0,2,266.67,800.0,0,0,0,0
350000.0,80,3,3,1,3,1.0,1,114.0,250.0,0,0,0,0
800000.0,124,4,4,2,4,3.0,2,250.0,500.0,0,0,0,0
1440000.0,274,4,5,1,4,6.0,4,475.0,1000.0,0,1,1,0
400000.0,75,2,3,1,2,7.0,1,107.0,375.0,0,0,0,0
360000.0,85,2,3,1,2,3.0,2,56.68,330.0,0,0,0,0
360000.0,61,2,3,1,2,3.0,2,156.0,368.0,0,0,1,0
380000.0,62,2,2,1,2,1.0,2,117.67,535.0,1,1,1,0
478400.0,78,2,3,1,2,6.0,2,200.0,380.0,1,1,1,1
482000.0,72,2,3,1,2,5.0,2,154.0,450.0,1,1,1,1
342000.0,92,1,2,0,1,2.0,1,55.48,250.0,0,0,0,0
280000.0,107,1,2,0,1,2.0,1,58.73,200.0,0,0,0,0
329000.0,50,1,2,0,1,2.0,2,125.0,300.0,0,0,0,0
515000.0,128,2,2,1,2,3.0,2,160.0,300.0,0,0,1,0
350000.0,90,3,3,1,3,3.0,2,43.41,260.0,0,0,0,0
480000.0,123,2,3,1,2,2.0,1,75.0,375.0,0,0,0,0
390000.0,100,1,3,0,1,2.0,1,66.67,320.0,0,0,0,0
220000.0,50,1,2,0,1,1.0,1,70.0,220.0,0,0,0,0
640000.0,82,2,2,1,2,5.0,2,150.0,550.0,0,1,1,0
