preco,area,salas,quartos,suites,banheiros,andar,garagens,iptu,condominio,portaria,distancia_metro,espaco_social,piscina,academia,lat,lng,ranking_escola,distancia_escola,renda_media,qtd_crimes_violentos,farmacias_proximas,supermercados_proximos,parques_proximos
315000.0,73,2,3,1,2,5.0,1,64.33,390.0,0,2553,0,1,1,-19.86476467,-43.89880284,96,1.144,1674,38,5,7,2
305000.0,59,2,2,1,2,3.0,1,84.0,329.0,1,2572,0,0,0,-19.86558852,-43.89736346,96,1.312,1674,38,4,7,3
400000.0,72,2,2,1,2,1.0,2,80.0,200.0,0,2572,0,0,0,-19.86558852,-43.89736346,96,1.312,1674,38,4,7,3
245000.0,70,2,2,0,2,1.0,1,98.0,150.0,0,1694,0,0,0,-19.87223746,-43.90200758,96,1.322,1674,38,5,9,2
280000.0,48,1,2,0,1,5.0,1,38.77,250.0,1,7171,0,1,0,-19.86448269,-44.0025554,56,0.703,2562,23,6,3,5
199000.0,55,1,2,0,1,5.0,1,32.0,260.0,1,7171,0,1,0,-19.86448269,-44.0025554,56,0.703,2562,23,6,3,5
280000.0,47,1,2,0,1,0.0,1,31.17,220.0,1,7171,0,1,0,-19.86448269,-44.0025554,56,0.703,2562,23,6,3,5
230000.0,48,1,2,0,1,4.0,1,30.0,250.0,1,7171,0,1,0,-19.86448269,-44.0025554,56,0.703,2562,23,6,3,5
280000.0,44,1,2,0,1,2.0,1,29.17,280.0,1,7171,0,1,0,-19.86448269,-44.0025554,56,0.703,2562,23,6,3,5
230000.0,52,1,2,0,1,0.0,1,38.62,240.0,1,7171,0,1,0,-19.86448269,-44.0025554,56,0.703,2562,23,6,3,5
215000.0,45,1,2,0,1,2.0,1,66.67,193.0,1,5248,0,0,0,-19.86505098,-43.98398893,2,0.609,9584,23,5,2,11
332868.08,65,2,2,1,2,5.0,1,75.0,550.0,1,6836,1,1,1,-19.86670319,-43.9990668,11,0.524,9604,23,7,5,3
305000.0,67,2,2,1,2,3.0,1,41.67,540.0,1,6836,1,1,0,-19.86670319,-43.9990668,11,0.524,9604,23,7,5,3
560000.0,89,2,3,1,2,5.0,2,175.0,420.0,0,1828,1,0,1,-19.86465503,-43.95055743,51,0.957,3011,10,10,4,5
880000.0,150,4,4,2,4,5.0,3,290.0,800.0,0,1888,0,1,0,-19.8654932,-43.95080067,51,1.053,3011,10,9,4,4
250000.0,59,2,2,1,2,3.0,1,37.5,250.0,0,1910,0,0,0,-19.8647276,-43.9082873,96,0.265,1674,17,6,7,3
2700000.0,300,6,4,4,6,7.0,4,877.58,2800.0,1,5233,1,1,1,-19.86511445,-43.98383067,2,0.602,9584,29,4,2,10
370000.0,90,2,3,1,2,2.0,1,66.1,550.0,1,5227,1,0,0,-19.86644531,-43.98356238,2,0.454,9584,29,6,4,8
520000.0,85,2,3,1,2,12.0,1,106.0,811.0,0,5227,1,1,0,-19.86644531,-43.98356238,2,0.454,9584,29,6,4,8
278000.0,70,2,2,1,2,1.0,1,35.58,320.0,1,5317,0,1,0,-19.86717512,-43.9843,2,0.38,9584,29,8,4,9
340000.0,73,2,3,1,2,3.0,1,100.0,350.0,0,5185,0,0,0,-19.86835579,-43.98276912,2,0.256,9584,29,10,4,8
691500.0,219,3,4,1,3,2.0,2,179.08,350.0,0,5062,0,0,0,-19.86871992,-43.98148029,2,0.298,9584,29,10,4,10
475000.0,60,2,2,1,2,2.0,1,83.33,430.0,1,5285,1,1,1,-19.868859,-43.9836282,2,0.186,9584,29,9,4,9
360000.0,72,2,2,1,2,2.0,1,70.83,340.0,0,5129,0,0,0,-19.86925122,-43.98200164,2,0.218,9584,29,10,4,8
420000.0,118,1,3,0,1,3.0,1,47.3,160.0,0,5925,0,0,0,-19.86944896,-43.9897501,2,0.658,9584,29,7,5,8
590000.0,116,2,3,1,2,2.0,2,125.0,400.0,1,5275,0,0,0,-19.8695159,-43.98337285,2,0.116,9584,29,9,4,7
450000.0,60,1,3,0,1,3.0,1,80.0,380.0,0,5559,0,1,0,-19.86955743,-43.98614499,2,0.29,9584,29,10,3,9
660000.0,88,2,3,1,2,7.0,2,136.0,560.0,1,5346,1,1,1,-19.8695966,-43.9840498,2,0.116,9584,29,9,4,9
670000.0,90,2,3,1,2,6.0,2,126.0,590.0,1,5346,0,0,0,-19.8695966,-43.9840498,2,0.116,9584,29,9,4,9
699900.0,110,3,3,2,3,6.0,2,100.0,150.0,0,5982,0,0,0,-19.870161,-43.9901488,2,0.69,9584,29,6,6,6
980000.0,156,3,3,1,3,3.0,2,176.0,420.0,0,5946,0,1,0,-19.8701745,-43.9897948,2,0.653,9584,29,6,6,7
450000.0,115,2,3,1,2,2.0,2,170.0,300.0,0,5136,0,0,0,-19.87033151,-43.98178712,2,0.189,9584,29,10,5,8
420000.0,68,2,3,1,2,1.0,3,113.25,180.0,0,5137,0,0,0,-19.87042151,-43.98176912,2,0.19,9584,29,10,5,8
1754797.64,300,3,4,1,3,2.0,3,159.38,350.0,0,5517,1,1,0,-19.87136261,-43.98526504,2,0.199,9584,29,8,4,9
430000.0,120,1,3,0,1,2.0,1,91.67,200.0,1,5627,0,0,0,-19.87205019,-43.98616285,2,0.318,9584,29,9,5,9
1200000.0,174,3,3,2,3,4.0,2,162.49,400.0,0,5085,0,0,0,-19.87235944,-43.98066281,16,0.184,12129,29,10,4,5
870000.0,105,2,3,1,2,9.0,2,114.58,1100.0,1,5512,1,1,0,-19.87261646,-43.98485046,65,0.22,2539,29,9,4,8
550000.0,72,2,3,1,2,0.0,1,137.25,390.0,0,5933,0,0,0,-19.87281938,-43.99096776,11,0.813,9604,29,7,8,5
295000.0,50,1,2,0,1,10.0,0,90.0,530.0,1,5894,1,1,1,-19.87300739,-43.99043648,2,0.769,9584,29,7,7,6
400000.0,107,3,3,1,3,2.0,1,100.0,350.0,1,5769,0,0,0,-19.87348907,-43.98834823,65,0.559,2539,29,7,6,6
829000.0,219,3,4,1,3,2.0,3,210.0,500.0,0,5665,0,0,0,-19.87349885,-43.98609477,65,0.323,2539,29,9,6,8
357000.0,56,1,2,0,1,2.0,2,768.0,275.0,0,5839,0,0,0,-19.87387596,-43.99136178,11,0.805,9604,29,7,8,5
590000.0,95,2,3,1,2,1.0,2,100.45,300.0,0,5294,0,0,0,-19.87446625,-43.98202878,65,0.142,2539,29,9,5,7
450000.0,120,2,2,0,2,4.0,2,92.41,260.0,0,5546,0,0,0,-19.87469448,-43.98538092,65,0.276,2539,29,8,4,8
250744.39,53,2,2,1,2,4.0,1,45.0,180.0,0,5643,0,0,0,-19.87548503,-43.99058957,65,0.821,2539,29,7,5,6
1230000.0,200,3,3,1,3,4.0,3,290.0,600.0,0,5468,0,1,0,-19.87601447,-43.98731197,65,0.524,2539,29,8,4,8
1100000.0,285,2,4,2,2,3.0,3,299.0,550.0,0,5264,0,1,0,-19.87649251,-43.9821026,65,0.336,2539,29,9,3,7
900000.0,150,3,4,2,3,1.0,3,376.72,800.0,0,5231,0,1,0,-19.87673054,-43.98178788,65,0.371,2539,29,9,3,7
850000.0,184,4,4,1,4,1.0,2,250.0,617.0,0,5186,1,1,0,-19.87711002,-43.98161002,65,0.417,2539,29,9,3,7
650000.0,170,3,3,1,3,3.0,2,149.34,444.0,0,5041,0,1,1,-19.8785049,-43.9818435,65,0.558,2539,29,5,3,5
300000.0,100,1,2,0,1,2.0,1,54.41,173.0,1,4992,0,1,0,-19.87897,-43.981893,65,0.607,2539,29,4,2,5
380000.0,84,3,3,1,3,1.0,2,150.0,320.0,0,4948,0,0,0,-19.879375,-43.9818825,65,0.652,2539,29,3,2,4
424000.0,83,2,3,1,2,2.0,2,100.0,300.0,0,4857,0,0,0,-19.8802925,-43.9821749,65,0.748,2539,29,2,0,6
355000.0,65,2,2,1,2,5.0,2,98.32,500.0,0,4751,0,0,0,-19.8815075,-43.98306064,65,0.877,2539,29,0,0,3
650000.0,190,2,4,1,2,4.0,2,108.33,300.0,0,4681,0,1,0,-19.88220701,-43.98322392,65,0.955,2539,29,0,0,4
273480.0,45,1,2,0,1,2.0,1,69.75,170.0,0,4385,0,0,0,-19.88493651,-43.98300858,65,1.256,2539,29,0,0,4
680001.0,100,3,3,1,3,8.0,2,23.17,1221.0,0,4375,0,1,1,-19.884957,-43.9827668,65,1.259,2539,29,0,1,4
550001.0,85,3,3,1,3,1.0,2,23.17,1221.0,0,4375,0,1,1,-19.884957,-43.9827668,65,1.259,2539,29,0,1,4
660000.0,100,3,3,1,3,5.0,2,23.17,1221.0,0,4375,0,1,1,-19.884957,-43.9827668,65,1.259,2539,29,0,1,4
265000.0,59,2,2,1,2,2.0,1,51.1,251.0,1,4360,0,0,0,-19.8850711,-43.9826865,65,1.272,2539,29,0,1,4
954000.0,147,2,4,2,2,1.0,3,315.31,529.0,1,4226,1,1,1,-19.8862781,-43.9824866,65,1.406,2539,29,0,0,6
1100000.0,200,3,4,1,3,9.0,3,259.01,950.0,1,4226,1,1,1,-19.8862781,-43.9824866,65,1.406,2539,29,0,0,6
185000.0,50,1,2,0,1,3.0,1,37.79,180.0,0,6434,0,1,0,-19.8662609,-43.9952599,11,0.669,9604,12,5,1,4
210000.0,48,1,2,0,1,2.0,1,30.0,150.0,0,6375,1,1,0,-19.86693236,-43.99458347,11,0.65,9604,12,4,4,4
225000.0,60,1,2,0,1,1.0,1,80.0,230.0,1,6388,0,1,0,-19.86705958,-43.99469611,11,0.631,9604,12,4,4,4
199000.0,50,1,2,0,1,4.0,1,41.15,253.0,1,6388,0,1,0,-19.86705958,-43.99469611,11,0.631,9604,12,4,4,4
220000.0,50,1,2,0,1,2.0,1,20.83,250.0,0,6388,0,0,0,-19.86705958,-43.99469611,11,0.631,9604,12,4,4,4
485000.0,130,2,2,1,2,1.0,2,110.0,280.0,0,5975,0,1,0,-19.86759783,-43.99060484,2,0.805,9584,12,7,4,5
375000.0,110,3,2,1,3,5.0,2,1200.0,150.0,1,6200,0,0,0,-19.86911543,-43.99249736,11,0.687,9604,12,3,6,4
550000.0,180,3,4,2,3,3.0,2,175.0,400.0,0,6471,0,0,0,-19.86973119,-43.99637093,11,0.298,9604,12,5,6,2
420000.0,150,2,3,1,2,1.0,2,80.0,350.0,0,6462,0,0,0,-19.86977619,-43.99627096,11,0.303,9604,12,4,6,2
295000.0,100,2,3,1,2,1.0,1,90.0,200.0,0,6301,0,0,0,-19.87022998,-43.99353998,11,0.545,9604,12,3,7,4
426000.0,120,2,2,0,2,5.0,2,106.08,300.0,0,6128,0,0,0,-19.87135492,-43.99208938,11,0.681,9604,12,4,8,6
485000.0,125,1,3,0,1,2.0,1,47.28,150.0,0,6097,0,0,0,-19.87181504,-43.99252993,11,0.636,9604,12,3,8,6
729000.0,147,3,3,1,3,10.0,2,160.0,890.0,1,5760,1,1,0,-19.87479317,-43.99174785,11,0.809,9604,12,5,7,6
250000.0,47,2,2,1,2,4.0,1,30.0,186.0,1,5639,0,0,0,-19.87568728,-43.99100867,65,0.869,2539,12,7,5,6
850000.0,140,3,3,1,3,2.0,2,115.0,300.0,0,5264,0,0,0,-19.87934943,-43.99099008,65,1.051,2539,12,3,4,5
280000.0,72,1,1,0,1,1.0,1,85.38,269.0,1,5193,0,1,1,-19.88013647,-43.99119302,65,1.122,2539,12,3,3,6
829000.0,90,2,3,1,2,4.0,2,173.08,1000.0,0,5093,0,0,1,-19.8818624,-43.9927675,11,1.308,9604,12,2,3,4
380000.0,78,2,3,1,2,4.0,2,70.0,262.0,1,4156,0,1,0,-19.8907547,-43.9915004,24,1.08,8304,12,3,5,5
330000.0,69,2,2,1,2,1.0,1,79.17,298.0,1,4156,0,1,0,-19.8907547,-43.9915004,24,1.08,8304,12,3,5,5
470000.0,62,2,3,1,2,7.0,2,77.0,270.0,0,4015,0,1,0,-19.89203832,-43.99163821,24,1.045,8304,12,5,5,5
370000.0,65,2,2,1,2,1.0,2,89.0,50.0,0,7209,0,1,0,-19.8674349,-44.01280811,62,0.856,2520,8,8,8,5
220000.0,70,1,2,0,1,1.0,1,100.0,170.0,0,7114,0,0,0,-19.8689065,-44.0142783,62,0.668,2520,8,6,6,4
280000.0,91,2,3,1,2,1.0,2,91.67,160.0,0,7036,0,0,0,-19.8694713,-44.0137918,62,0.613,2520,8,7,8,3
270000.0,54,1,2,0,1,2.0,1,40.0,250.0,0,6860,0,0,0,-19.8680498,-44.00368532,11,0.651,9604,35,7,8,3
210000.0,70,1,3,0,1,4.0,2,28.18,350.0,1,6987,0,1,1,-19.86901461,-44.01123537,62,0.756,2520,35,7,7,3
210000.0,55,1,2,0,1,4.0,1,40.0,250.0,1,6769,0,1,0,-19.8695321,-44.0062203,11,0.826,9604,35,7,8,1
600000.0,160,3,3,1,3,2.0,2,360.0,360.0,0,6589,1,1,1,-19.87150128,-44.00720505,62,0.886,2520,35,9,8,2
350000.0,85,2,3,1,2,1.0,2,101.58,250.0,0,6497,0,0,0,-19.87152257,-44.00411546,11,0.579,9604,35,10,8,3
240000.0,55,1,2,0,1,2.0,1,37.5,260.0,0,6536,0,0,0,-19.87233909,-44.00828353,62,0.745,2520,35,11,8,2
255000.0,50,1,2,0,1,1.0,1,54.17,320.0,0,6373,0,1,0,-19.87253845,-44.00356436,11,0.536,9604,35,11,7,3
240000.0,70,1,2,0,1,3.0,1,38.26,150.0,0,6373,0,0,0,-19.87253845,-44.00356436,11,0.536,9604,35,11,7,3
650000.0,240,2,3,1,2,4.0,2,150.0,180.0,0,6570,0,0,0,-19.8725528,-44.00991427,62,0.58,2520,35,10,8,2
410000.0,95,2,3,1,2,1.0,1,100.0,280.0,0,6115,0,0,0,-19.87420675,-44.00037322,11,0.361,9604,35,10,10,1
385000.0,70,1,2,0,1,2.0,1,54.17,340.0,0,6385,0,1,0,-19.87447095,-44.01030691,62,0.479,2520,35,10,7,1
340000.0,64,2,2,1,2,3.0,2,117.0,250.0,0,6353,0,0,0,-19.8751961,-44.011413,62,0.362,2520,35,7,8,1
520000.0,154,3,4,1,3,4.0,1,125.0,120.0,0,6190,0,0,0,-19.8752572,-44.0071543,62,0.807,2520,35,7,11,1
230000.0,70,1,3,0,1,4.0,1,70.0,300.0,0,6155,0,0,0,-19.87592902,-44.00817429,62,0.708,2520,35,9,10,1
524900.0,72,2,3,1,2,1.0,2,175.21,174.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
369900.0,72,2,3,1,2,6.0,1,144.77,250.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
389900.0,72,2,3,1,2,6.0,1,233.23,174.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
369900.0,72,2,3,1,2,3.0,1,137.63,174.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
429900.0,92,2,3,1,2,6.0,2,233.33,220.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
699900.0,154,2,3,1,2,8.0,2,227.45,174.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
379900.0,72,2,3,1,2,5.0,1,137.63,174.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
399900.0,72,1,3,1,1,7.0,1,137.63,174.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
354900.0,72,2,3,1,2,4.0,1,134.03,250.0,0,6035,0,0,0,-19.876407,-44.0061137,62,0.93,2520,35,6,10,1
550000.0,155,3,3,1,3,4.0,2,180.0,200.0,0,6014,0,0,0,-19.87672719,-44.0065151,62,0.896,2520,35,5,9,1
180000.0,60,1,2,0,1,4.0,1,83.33,200.0,1,5955,0,0,0,-19.8770872,-44.0058719,62,0.971,2520,35,4,7,3
330000.0,65,2,3,0,2,1.0,2,130.0,350.0,0,975,0,0,0,-19.86814404,-43.9169816,101,0.551,2768,7,9,7,5
328033.05,111,1,2,0,1,1.0,1,96.27,250.0,0,982,0,0,0,-19.86849106,-43.91671108,101,0.552,2768,9,6,6,4
522100.0,120,3,2,1,3,4.0,2,125.0,200.0,0,854,0,0,0,-19.8688438,-43.9178937,101,0.428,2768,9,10,7,5
303192.0,55,1,2,0,1,5.0,1,100.0,280.0,1,829,0,1,0,-19.86909052,-43.91802016,101,0.401,2768,9,10,8,5
325000.0,73,2,2,1,2,2.0,4,132.0,150.0,0,695,0,0,0,-19.86912296,-43.91948145,101,0.286,2768,9,14,8,5
315000.0,60,2,3,1,2,7.0,1,86.0,250.0,0,642,0,0,0,-19.86911766,-43.9201017,101,0.252,2768,13,12,8,5
306000.0,60,2,3,1,2,5.0,1,1400.0,250.0,1,642,0,0,0,-19.86911766,-43.9201017,101,0.252,2768,13,12,8,5
315000.0,60,1,3,1,1,8.0,1,1200.0,250.0,1,642,0,0,0,-19.86911766,-43.9201017,101,0.252,2768,13,12,8,5
650000.0,120,2,3,1,2,9.0,2,117.0,300.0,0,642,0,0,0,-19.86911766,-43.9201017,101,0.252,2768,13,12,8,5
391500.0,90,2,4,1,2,2.0,2,100.0,400.0,0,670,0,0,0,-19.86994863,-43.91927082,101,0.24,2768,13,14,8,6
757980.0,160,2,3,1,2,4.0,3,200.0,250.0,0,535,0,0,0,-19.87003778,-43.92068511,101,0.134,2768,13,13,9,5
414100.0,80,2,2,1,2,2.0,2,150.0,250.0,0,535,0,0,0,-19.87003778,-43.92068511,101,0.134,2768,13,13,9,5
350000.0,98,2,3,1,2,2.0,1,122.0,320.0,0,396,0,0,0,-19.87082173,-43.92173791,101,0.071,2768,13,13,10,4
561800.0,126,2,3,1,2,4.0,2,166.67,500.0,0,326,1,1,1,-19.87128884,-43.92223635,101,0.113,2768,13,12,8,3
1550000.0,288,3,4,1,3,9.0,4,458.33,550.0,1,738,1,1,0,-19.8714005,-43.9180971,101,0.322,2768,13,13,8,6
638000.0,170,4,3,1,4,4.0,2,174.0,436.0,0,863,0,0,0,-19.871431,-43.916888,101,0.449,2768,13,10,8,6
550000.0,170,4,3,1,4,3.0,2,173.83,490.0,0,863,0,0,0,-19.871431,-43.916888,101,0.449,2768,13,10,8,6
400000.0,77,1,2,0,1,1.0,2,105.42,330.0,0,1022,0,1,0,-19.87149867,-43.91534608,101,0.611,2768,13,10,7,6
320000.0,57,2,3,0,2,7.0,1,1600.0,400.0,0,351,0,0,0,-19.87233884,-43.92170631,101,0.142,2768,13,14,8,3
340000.0,72,2,3,1,2,6.0,1,98.22,473.0,1,363,1,1,0,-19.87260363,-43.92157852,101,0.165,2768,13,14,7,3
330000.0,67,1,3,1,1,2.0,1,108.33,439.95,1,472,1,1,0,-19.87295214,-43.92055576,101,0.208,2768,13,14,7,5
480000.0,139,2,3,1,2,1.0,1,81.67,270.0,0,955,0,0,0,-19.87331612,-43.91595842,101,0.595,2768,13,8,5,5
680000.0,112,2,3,1,2,1.0,2,147.0,350.0,0,998,0,0,0,-19.87401006,-43.91563906,101,0.659,2768,13,8,5,6
650000.0,130,2,4,1,2,3.0,2,166.67,500.0,0,926,0,1,0,-19.87435846,-43.91640485,101,0.611,2768,13,7,5,5
198000.0,53,1,2,0,1,2.0,0,70.0,240.0,0,719,0,0,0,-19.87455951,-43.91852289,101,0.467,2768,13,7,4,7
410000.0,76,2,2,1,2,3.0,2,140.0,249.0,0,824,0,1,0,-19.87475924,-43.91753331,101,0.551,2768,13,8,6,7
310000.0,55,1,2,0,1,9.0,1,108.33,460.0,1,893,1,1,0,-19.87590379,-43.91573524,101,0.774,2768,13,6,6,7
330000.0,75,2,3,1,2,4.0,1,111.0,550.0,1,893,1,1,1,-19.87590379,-43.91573524,101,0.774,2768,13,6,6,7
309000.0,58,1,2,0,1,11.0,1,100.0,450.0,1,893,1,1,1,-19.87590379,-43.91573524,101,0.774,2768,13,6,6,7
500000.0,113,2,3,1,2,2.0,2,144.0,500.0,0,640,0,0,0,-19.8691429,-43.92999739,67,0.244,2753,6,9,5,3
1700000.0,340,3,3,1,3,6.0,2,250.0,650.0,0,656,0,0,0,-19.86961255,-43.93050929,67,0.189,2753,6,8,5,3
420000.0,67,2,3,1,2,1.0,2,127.48,440.0,0,718,0,1,0,-19.86978174,-43.93126868,67,0.193,2753,6,6,4,2
420000.0,85,2,3,1,2,1.0,2,118.0,304.0,0,578,0,0,0,-19.86986074,-43.92980009,67,0.173,2753,6,9,6,3
850000.0,140,3,4,1,3,1.0,2,225.0,570.0,0,601,0,0,0,-19.87027922,-43.93028227,67,0.115,2753,32,10,7,3
350000.0,74,2,3,1,2,4.0,1,89.5,260.0,0,1356,0,0,0,-19.87053454,-43.93784913,67,0.785,2753,32,5,3,5
414894.0,102,3,3,1,3,3.0,2,200.0,350.0,0,718,0,1,0,-19.87068228,-43.93163563,67,0.147,2753,32,6,5,2
440000.0,94,2,3,1,2,4.0,2,187.0,400.0,0,718,0,0,0,-19.87068228,-43.93163563,67,0.147,2753,32,6,5,2
395000.0,88,2,3,1,2,1.0,1,104.17,330.0,0,1422,0,0,0,-19.87080318,-43.93865408,67,0.867,2753,32,6,3,5
1200000.0,170,4,3,1,4,12.0,3,26.5,700.0,1,451,1,1,1,-19.87092627,-43.92902188,67,0.15,2753,32,10,8,3
695000.0,191,3,4,1,3,3.0,2,190.17,380.0,0,465,0,0,0,-19.87125423,-43.92929288,67,0.116,2753,32,12,8,4
297000.0,67,2,3,1,2,2.0,1,100.83,280.0,0,557,0,0,0,-19.87140001,-43.93024584,67,0.018,2753,32,10,7,3
650000.0,110,2,4,1,2,1.0,2,226.42,650.0,0,1017,0,1,0,-19.8715055,-43.93472783,67,0.454,2753,32,7,4,2
1288000.0,147,3,4,2,3,2.0,3,353.83,1450.0,1,849,1,1,1,-19.87158048,-43.9331124,67,0.286,2753,32,6,4,2
1308000.0,147,3,4,2,3,4.0,3,353.83,1450.0,1,849,1,1,1,-19.87158048,-43.9331124,67,0.286,2753,32,6,4,2
1328000.0,147,3,4,2,3,6.0,3,353.83,1450.0,1,849,1,1,1,-19.87158048,-43.9331124,67,0.286,2753,32,6,4,2
360000.0,57,2,2,1,2,2.0,2,96.5,250.0,0,1677,0,1,0,-19.8718815,-43.9420558,33,1.103,9150,32,3,1,3
400000.0,78,2,3,1,2,2.0,2,110.0,250.0,0,1494,0,0,0,-19.87207377,-43.9393433,67,0.941,2753,32,6,2,3
275000.0,48,1,2,0,1,4.0,1,58.33,350.0,1,1678,0,1,0,-19.8721583,-43.9415304,33,1.123,9150,32,4,1,2
530000.0,134,2,3,1,2,1.0,2,230.0,300.0,1,1446,0,0,0,-19.87229,-43.93888997,67,0.896,2753,32,6,3,3
894736.0,158,1,4,1,1,3.0,3,403.11,662.0,0,553,0,1,0,-19.87270969,-43.9303461,67,0.155,2753,32,11,10,3
795000.0,76,2,3,1,2,3.0,2,193.58,340.0,0,420,0,0,0,-19.87327095,-43.92899687,67,0.262,2753,32,11,7,2
990000.0,175,2,5,1,2,5.0,2,257.33,350.0,0,765,0,0,0,-19.87391206,-43.93222592,67,0.346,2753,32,8,5,2
630000.0,120,3,3,1,3,1.0,2,150.0,450.0,0,1236,0,0,0,-19.87461749,-43.93667178,67,0.752,2753,32,10,5,2
550000.0,170,2,4,1,2,3.0,2,179.0,415.0,0,801,0,0,0,-19.87577627,-43.9319104,67,0.519,2753,32,9,3,2
175000.0,49,1,2,0,1,2.0,1,31.28,130.0,0,2115,0,0,0,-19.87153097,-43.94918973,9,1.168,8697,47,1,1,3
215000.0,67,1,3,0,1,3.0,1,99.0,290.0,1,3846,0,1,0,-19.8794097,-43.9637221,9,0.752,8697,47,2,1,2
182000.0,45,1,2,0,1,1.0,1,45.83,200.0,0,1924,0,0,0,-19.871857,-43.9462084,33,1.267,9150,35,4,1,3
235000.0,57,1,3,0,1,4.0,1,70.0,180.0,0,2001,0,0,0,-19.8718742,-43.9473,33,1.333,9150,35,2,1,3
245002.7,60,1,3,0,1,3.0,1,76.0,200.0,0,1985,0,0,0,-19.8719519,-43.946985,33,1.32,9150,35,2,1,2
530000.0,121,2,4,1,2,1.0,2,177.5,485.0,0,2009,0,0,0,-19.8729825,-43.9460252,89,1.342,1860,35,3,0,2
449000.0,110,2,2,1,2,3.0,2,120.0,430.0,0,2079,0,0,0,-19.8747777,-43.9447951,89,1.105,1860,35,5,2,0
750000.0,260,4,4,2,4,2.0,2,133.33,500.0,0,1046,0,1,0,-19.8763565,-43.93420254,67,0.686,2753,35,13,4,2
450000.0,58,2,2,1,2,3.0,1,100.0,170.0,0,1378,0,0,0,-19.87667001,-43.93749003,89,0.779,1860,35,11,5,2
560000.0,84,3,3,1,3,2.0,2,100.0,250.0,1,1289,0,0,0,-19.87681579,-43.93652013,89,0.799,1860,35,11,5,2
901600.0,165,2,3,1,2,2.0,2,151.0,717.0,0,1163,0,0,0,-19.8771362,-43.93505364,67,0.808,2753,35,13,4,2
380000.0,78,2,2,1,2,4.0,1,155.83,604.0,1,1209,1,1,0,-19.8782824,-43.934877,89,0.752,1860,35,13,4,2
298000.0,90,2,2,1,2,4.0,1,88.0,150.0,0,2532,0,0,0,-19.8809153,-43.94757965,89,0.886,1860,35,6,2,2
650000.0,150,4,4,2,4,2.0,4,278.33,500.0,0,1911,0,0,0,-19.88206074,-43.94027869,89,0.171,1860,35,12,5,0
553000.0,138,3,4,1,3,3.0,2,145.0,180.0,0,2073,0,0,0,-19.8829935,-43.9414782,89,0.208,1860,35,9,6,0
1400000.0,245,5,4,3,5,6.0,4,500.0,1300.0,1,6114,0,1,1,-19.87370726,-43.99744791,11,0.281,9604,40,10,7,4
600000.0,160,2,3,1,2,5.0,2,97.98,600.0,0,6036,0,0,0,-19.87453981,-43.99824723,11,0.348,9604,40,9,7,2
520000.0,80,2,2,1,2,2.0,2,84.71,312.0,0,5979,0,0,0,-19.87470562,-43.99649802,11,0.425,9604,40,7,6,4
365000.0,52,2,2,1,2,2.0,1,81.67,302.0,1,5818,1,1,0,-19.87505741,-43.99373967,11,0.649,9604,40,4,5,5
335000.0,48,1,2,0,1,10.0,1,90.0,260.0,1,5818,1,1,0,-19.87505741,-43.99373967,11,0.649,9604,40,4,5,5
320000.0,49,2,2,1,2,7.0,1,94.0,302.0,1,5818,1,1,0,-19.87505741,-43.99373967,11,0.649,9604,40,4,5,5
490000.0,55,2,3,1,2,3.0,2,141.67,530.0,1,5809,1,1,0,-19.87528333,-43.99406816,11,0.639,9604,40,3,6,5
520000.0,110,3,2,1,3,9.0,2,120.0,700.0,1,5750,1,1,0,-19.8757015,-43.9936765,11,0.7,9604,40,4,4,7
350000.0,58,2,2,1,2,4.0,1,62.99,450.0,1,5750,1,1,0,-19.8757015,-43.9936765,11,0.7,9604,40,4,4,7
380000.0,76,2,3,1,2,4.0,1,104.17,400.0,1,5782,0,1,1,-19.87588926,-43.99480723,11,0.635,9604,40,4,5,7
1600000.0,163,3,4,1,3,1.0,4,291.67,500.0,1,5846,0,0,0,-19.87622234,-43.99788475,11,0.538,9604,40,7,8,5
649000.0,84,3,2,1,3,10.0,2,20.83,400.0,1,5878,0,0,0,-19.87675001,-44.00199003,11,0.69,9604,40,5,8,2
400000.0,69,1,2,1,1,3.0,2,100.0,390.0,0,5775,0,0,0,-19.87679597,-43.99742444,11,0.608,9604,40,6,5,7
650000.0,80,2,3,1,2,3.0,2,166.67,300.0,0,5744,0,0,0,-19.8769092,-43.9963461,11,0.652,9604,40,5,5,7
396000.0,70,2,2,1,2,2.0,2,100.0,459.0,0,5739,0,0,0,-19.8769722,-43.9964392,11,0.655,9604,40,5,5,7
594963.66,150,2,3,1,2,1.0,2,155.0,400.0,0,5862,0,0,0,-19.87718087,-44.00312073,11,0.795,9604,40,4,6,4
277000.0,65,2,3,1,2,3.0,1,85.0,250.0,0,5789,0,0,0,-19.87767839,-44.00240129,11,0.8,9604,40,4,6,4
