preco,area,salas,quartos,suites,banheiros,andar,garagens,iptu,condominio,portaria,distancia_metro,espaco_social,piscina,academia,lat,lng,ranking_escola,distancia_escola,renda_media,qtd_crimes_violentos,farmacias_proximas,supermercados_proximos,parques_proximos
2250000.0,133,4,4,2,4,0.0,3,81.33,1120.0,0,1339,0,0,0,-19.92927679,-43.95249202,45,0.097,2539,29,17,7,4
2250000.0,133,4,4,2,4,4.0,3,73.0,976.0,0,1339,0,0,0,-19.92927679,-43.95249202,45,0.097,2539,29,17,7,4
2052000.0,160,5,4,2,5,4.0,3,917.85,1100.0,1,1339,1,1,1,-19.92927679,-43.95249202,45,0.097,2539,29,17,7,4
600000.0,96,2,3,1,2,2.0,0,169.41,180.0,0,1545,0,0,0,-19.92946854,-43.94840931,6,0.374,18021,29,16,10,3
1500000.0,200,2,3,1,2,1.0,5,150.0,1800.0,0,1323,0,0,0,-19.92967712,-43.95526157,45,0.321,2539,29,18,5,7
2500000.0,440,6,4,2,6,6.0,4,990.91,2500.0,0,1593,0,0,0,-19.92980625,-43.94811514,6,0.42,18021,29,16,9,3
1880000.0,140,3,3,1,3,5.0,3,900.0,1880.0,1,1497,1,1,1,-19.93004557,-43.95046121,45,0.281,2539,29,14,9,4
1290000.0,237,2,4,1,2,3.0,2,279.02,1366.0,1,1590,0,0,0,-19.93030263,-43.94904437,45,0.419,2539,29,13,9,3
3400000.0,208,3,4,2,3,14.0,4,1515.91,2500.0,1,1457,1,1,1,-19.9307823,-43.954341,45,0.326,2539,29,17,6,7
998000.0,150,2,4,1,2,2.0,2,286.0,350.0,0,1681,0,0,0,-19.93204476,-43.95100245,8,0.421,19319,29,13,6,6
780000.0,150,2,3,1,2,20.0,1,298.86,1460.0,1,1912,1,1,0,-19.93305261,-43.94797965,8,0.405,19319,29,11,5,4
1800000.0,400,2,4,1,2,1.0,1,452.29,1400.0,0,1828,0,0,0,-19.93363089,-43.95166038,8,0.27,19319,29,11,6,6
310000.0,40,1,1,0,1,2.0,1,51.69,700.0,1,1897,0,0,0,-19.93417351,-43.9512838,8,0.199,19319,29,10,6,6
640000.0,80,2,2,1,2,12.0,1,137.75,1000.0,1,1897,0,1,0,-19.93417351,-43.9512838,8,0.199,19319,29,10,6,6
850000.0,150,2,4,1,2,1.0,2,186.79,1754.0,1,1971,0,0,0,-19.93454025,-43.95018433,8,0.146,19319,29,9,7,5
330000.0,90,2,2,1,2,4.0,0,60.0,750.0,1,1246,0,1,0,-19.92389696,-43.94443547,6,0.596,18021,50,20,20,3
850000.0,130,2,1,1,2,0.0,1,21.67,620.0,0,1378,0,0,0,-19.92509627,-43.94445659,6,0.548,18021,50,20,19,5
506000.0,50,2,1,0,2,5.0,1,149.77,550.0,1,1119,1,0,0,-19.92539199,-43.94039979,28,0.28,7390,50,20,20,16
690000.0,37,1,1,0,1,5.0,1,190.0,600.0,1,1119,1,1,1,-19.92539199,-43.94039979,28,0.28,7390,50,20,20,16
600000.0,56,1,1,0,1,10.0,1,190.67,450.0,1,1119,1,1,1,-19.92539199,-43.94039979,28,0.28,7390,50,20,20,16
370000.0,111,2,3,1,2,13.0,0,125.0,750.0,1,1003,0,1,0,-19.92599669,-43.93739794,28,0.068,7390,50,20,19,20
424000.0,114,1,1,0,1,5.0,1,148.33,590.0,1,1000,0,0,0,-19.92606968,-43.93714542,28,0.09,7390,50,20,18,19
315000.0,40,1,1,1,1,4.0,1,91.67,576.0,1,1281,0,1,1,-19.92619577,-43.94176684,1,0.326,17818,50,20,18,9
1200000.0,180,3,3,2,3,17.0,2,450.0,1500.0,1,1530,1,1,1,-19.92691479,-43.94433856,1,0.448,17818,50,20,16,5
1700000.0,90,2,3,1,2,23.0,2,833.33,700.0,1,1223,1,1,1,-19.9270837,-43.93965722,1,0.229,17818,50,20,16,17
2500000.0,163,3,2,2,3,0.0,4,57.67,2000.0,0,1223,0,0,0,-19.9270837,-43.93965722,1,0.229,17818,50,20,16,17
542554.0,34,1,1,1,1,5.0,1,150.0,350.0,0,1351,0,1,0,-19.9276276,-43.94098,1,0.149,17818,50,20,17,9
410000.0,55,1,1,0,1,6.0,1,107.17,726.0,1,1460,0,1,0,-19.92780292,-43.9424282,1,0.226,17818,50,20,14,7
537000.0,88,2,3,1,2,1.0,1,170.0,180.0,0,1299,0,0,0,-19.92805627,-43.93933106,1,0.167,17818,50,20,12,15
623373.0,77,2,2,0,2,5.0,1,200.0,500.0,1,1523,0,1,0,-19.92866134,-43.94226365,1,0.174,17818,50,19,10,6
773249.0,158,3,4,1,3,5.0,1,206.0,1419.0,1,1569,0,0,0,-19.92878998,-43.94278999,1,0.227,17818,50,18,11,7
1150000.0,98,3,2,2,3,11.0,2,607.58,1600.0,1,1656,1,1,1,-19.92889366,-43.94395064,1,0.348,17818,50,17,12,5
1300000.0,55,3,2,2,3,21.0,2,64.67,1300.0,0,1656,0,0,0,-19.92889366,-43.94395064,1,0.348,17818,50,17,12,5
1350000.0,200,3,3,1,3,6.0,2,443.53,980.0,1,1353,1,1,1,-19.92896618,-43.93852324,1,0.22,17818,50,20,10,14
1800000.0,123,3,2,1,3,10.0,3,421.26,900.0,1,1604,1,1,1,-19.92923509,-43.94273296,1,0.223,17818,50,19,10,7
3100000.0,252,5,4,4,5,6.0,4,1333.33,2500.0,1,1623,1,1,0,-19.9293164,-43.94690314,6,0.437,18021,50,17,11,3
870000.0,100,2,2,1,2,8.0,2,290.0,656.0,1,1751,1,1,0,-19.92933418,-43.94478255,1,0.437,17818,50,17,9,2
2575000.0,301,5,4,3,5,15.0,4,927.61,2700.0,1,1428,0,1,1,-19.92942386,-43.93919762,1,0.159,17818,50,18,9,13
1350000.0,176,4,4,1,4,2.0,2,497.63,1250.0,1,1725,1,0,1,-19.92949019,-43.94559447,1,0.524,17818,50,16,9,3
1990000.0,188,3,3,1,3,0.0,3,48.58,1038.0,0,1792,0,0,0,-19.92988291,-43.94510353,1,0.48,17818,50,15,8,2
1000000.0,100,1,2,0,1,11.0,2,1000.0,1500.0,1,1739,0,1,0,-19.93025032,-43.94638282,6,0.552,18021,50,14,10,3
1400000.0,135,3,4,1,3,5.0,2,416.67,1300.0,1,1841,1,1,0,-19.93056767,-43.94522768,1,0.515,17818,50,15,9,3
738687.0,42,1,1,1,1,12.0,1,250.07,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
805573.0,47,1,1,1,1,9.0,1,269.89,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
1400000.0,61,1,2,2,1,0.0,2,22.08,750.0,0,1832,0,0,0,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
1245484.0,72,3,2,2,3,9.0,2,411.22,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
788222.0,42,1,1,1,1,0.0,1,22.08,750.0,0,1832,0,0,0,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
1249940.0,62,3,2,2,3,17.0,2,362.83,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
748000.0,49,1,1,1,1,6.0,1,280.08,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
1201600.0,72,3,2,2,3,6.0,2,411.22,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
712919.0,47,1,1,1,1,9.0,1,250.07,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
1536276.0,123,3,2,2,3,13.0,2,511.46,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
777189.0,47,1,1,1,1,6.0,1,269.67,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
696788.0,40,1,1,1,1,12.0,1,239.59,750.0,1,1832,1,1,1,-19.93074676,-43.94422378,1,0.427,17818,50,15,7,5
1200000.0,138,2,3,1,2,5.0,2,450.58,950.0,1,1818,1,1,1,-19.93089145,-43.94379095,1,0.396,17818,50,15,9,5
1300000.0,189,2,4,1,2,1.0,2,309.64,435.0,0,1817,0,0,0,-19.93187368,-43.94759091,8,0.533,19319,50,11,5,4
4390000.0,300,3,4,2,3,0.0,4,91.83,3000.0,0,1951,0,0,0,-19.9319562,-43.9454082,61,0.547,2201,50,12,5,4
850000.0,136,3,3,1,3,3.0,1,83.33,500.0,0,1760,0,0,0,-19.93202382,-43.94076696,1,0.342,17818,50,15,9,4
809100.0,147,2,3,1,2,3.0,0,186.97,600.0,0,1841,0,1,0,-19.93216129,-43.94767208,8,0.503,19319,50,10,4,4
5900000.0,472,4,3,3,4,5.0,3,1832.28,3200.0,1,1919,1,1,0,-19.9321898,-43.9435132,1,0.47,17818,50,9,7,5
5200000.0,450,6,4,4,6,3.0,5,1832.28,4950.0,1,1919,1,1,0,-19.9321898,-43.9435132,1,0.47,17818,50,9,7,5
3000000.0,343,6,4,4,6,6.0,3,750.0,3400.0,1,2019,1,1,0,-19.93240711,-43.94497275,61,0.488,2201,50,13,5,3
1748000.0,240,2,4,1,2,5.0,2,649.56,2070.0,1,1924,0,0,0,-19.9324841,-43.9431252,1,0.472,17818,50,10,6,5
4800000.0,393,5,4,2,5,0.0,4,150.0,4500.0,0,1915,0,0,0,-19.932582,-43.942775,1,0.462,17818,50,10,6,5
2500000.0,172,5,4,2,5,0.0,3,92.67,2715.0,0,2031,0,0,0,-19.93265392,-43.94512716,61,0.465,2201,50,12,5,4
990000.0,155,3,4,1,3,1.0,1,250.0,850.0,0,1986,0,0,0,-19.93278171,-43.94372672,61,0.442,2201,50,10,6,5
1554000.0,154,3,4,1,3,11.0,4,597.2,2000.0,1,1942,0,0,1,-19.9329008,-43.9470876,8,0.483,19319,50,10,6,4
1550000.0,155,3,4,1,3,0.0,4,45.0,2000.0,0,1942,0,0,0,-19.9329008,-43.9470876,8,0.483,19319,50,10,6,4
1450000.0,120,3,4,1,3,0.0,2,37.08,1662.0,0,1889,0,0,0,-19.9330091,-43.9414249,1,0.459,17818,50,14,9,4
1650000.0,175,3,4,1,3,4.0,2,568.0,1600.0,1,2077,1,1,0,-19.933215,-43.944608,61,0.394,2201,50,12,5,5
1080000.0,120,1,3,0,1,1.0,1,270.0,270.0,0,1936,0,0,0,-19.93329543,-43.94798029,8,0.385,19319,50,12,5,4
1600000.0,210,3,4,2,3,5.0,2,700.0,1800.0,1,2003,0,1,0,-19.933312,-43.94312,61,0.397,2201,50,11,6,5
4200000.0,420,4,3,2,4,0.0,4,688.33,2100.0,0,2003,0,0,0,-19.933312,-43.94312,61,0.397,2201,50,11,6,5
1650000.0,150,2,4,1,2,0.0,2,38.58,1178.0,0,1996,0,0,0,-19.9334041,-43.942822,61,0.397,2201,50,11,7,6
2500000.0,273,4,4,2,4,9.0,3,949.43,2900.0,1,2116,1,1,1,-19.93363297,-43.94520279,61,0.362,2201,50,12,5,4
2450000.0,273,5,4,2,5,1.0,3,949.43,3000.0,1,2116,1,1,0,-19.93363297,-43.94520279,61,0.362,2201,50,12,5,4
1080000.0,102,3,2,2,3,7.0,2,300.0,350.0,0,2043,0,0,0,-19.93370999,-43.94665002,61,0.425,2201,50,10,5,4
1150000.0,164,3,2,2,3,2.0,1,257.27,420.0,0,2047,0,0,0,-19.93412589,-43.9473765,8,0.378,19319,50,10,4,4
1100000.0,150,3,3,1,3,1.0,0,210.56,500.0,0,1970,0,0,0,-19.934133,-43.940689,61,0.466,2201,50,17,9,5
812967.0,150,3,4,0,3,3.0,2,275.94,500.0,0,2037,0,0,0,-19.93446529,-43.94831214,8,0.275,19319,50,10,6,4
3830000.0,410,6,5,5,6,1.0,5,408.0,899.0,1,2114,1,1,1,-19.93500998,-43.94783003,8,0.295,19319,50,9,5,4
1900000.0,280,5,4,2,5,1.0,3,177.25,750.0,0,2149,0,0,0,-19.93523679,-43.94224597,61,0.262,2201,50,12,8,4
4200000.0,306,4,4,4,4,0.0,4,152.83,2850.0,0,2256,0,0,0,-19.93524142,-43.94439985,61,0.169,2201,50,11,5,6
4500000.0,305,5,5,4,5,7.0,4,1588.26,1700.0,1,2256,1,1,1,-19.93524142,-43.94439985,61,0.169,2201,50,11,5,6
1400000.0,150,3,4,1,3,0.0,2,36.42,1000.0,0,2291,0,0,0,-19.93556436,-43.94447635,61,0.135,2201,50,10,5,5
2700000.0,300,4,4,1,4,15.0,2,51.83,1500.0,0,2291,0,0,0,-19.93556436,-43.94447635,61,0.135,2201,50,10,5,5
3500000.0,350,4,5,2,4,9.0,3,721.53,1900.0,1,2259,1,0,0,-19.93587893,-43.94322998,61,0.138,2201,50,10,6,5
2200000.0,200,3,4,3,3,2.0,3,647.75,2100.0,1,2339,0,1,1,-19.93717426,-43.94210441,61,0.221,2201,50,12,7,4
2300000.0,95,3,3,1,3,4.0,2,666.0,1535.0,1,2389,1,1,1,-19.93802259,-43.94111356,61,0.35,2201,50,14,9,5
385000.0,90,2,3,1,2,1.0,2,150.0,300.0,0,926,0,1,0,-19.9258483,-43.9784759,52,0.391,2848,15,5,6,3
620000.0,254,3,4,1,3,1.0,8,84.0,380.0,0,900,0,0,0,-19.92596996,-43.97813725,52,0.378,2848,15,6,6,3
420000.0,93,2,3,0,2,1.0,1,78.0,350.0,0,922,0,0,0,-19.926488,-43.97809486,52,0.321,2848,15,6,7,1
898000.0,170,2,3,1,2,5.0,2,201.67,400.0,0,500,0,0,0,-19.92683718,-43.96893515,38,0.929,5778,15,7,6,2
600000.0,112,2,3,0,2,1.0,1,100.0,330.0,0,595,0,1,0,-19.92708534,-43.96733867,38,0.886,5778,15,8,5,3
500000.0,110,2,3,0,2,4.0,1,100.0,400.0,0,641,0,0,0,-19.92722692,-43.96677074,38,0.884,5778,15,8,5,3
243000.0,60,1,3,0,1,3.0,1,36.57,220.0,0,585,0,0,0,-19.92749405,-43.98262661,86,0.407,2013,15,7,8,4
500000.0,108,2,3,1,2,3.0,2,110.0,450.0,0,597,0,0,0,-19.92779432,-43.96917239,52,0.972,2848,15,7,4,2
300000.0,48,1,2,0,1,2.0,1,70.0,250.0,1,1840,0,1,0,-19.92598204,-44.01397008,77,1.764,1468,22,2,3,2
195000.0,45,1,2,0,1,2.0,1,41.06,230.0,1,1840,0,0,0,-19.92598204,-44.01397008,77,1.764,1468,22,2,3,2
235000.0,45,1,2,0,1,3.0,1,50.0,250.0,1,1840,0,0,0,-19.92598204,-44.01397008,77,1.764,1468,22,2,3,2
195000.0,45,1,2,0,1,3.0,1,62.5,260.0,1,1840,0,0,0,-19.92598204,-44.01397008,77,1.764,1468,22,2,3,2
192000.0,49,1,2,0,1,5.0,1,81.67,250.0,1,1840,0,0,0,-19.92598204,-44.01397008,77,1.764,1468,22,2,3,2
215000.0,50,1,2,0,1,5.0,1,60.0,220.0,1,1840,0,0,0,-19.92598204,-44.01397008,77,1.764,1468,22,2,3,2
170000.0,47,1,2,0,1,4.0,1,47.4,170.0,0,1464,0,1,0,-19.9304549,-44.018825,82,1.366,1977,22,2,5,1
210000.0,52,1,3,0,1,4.0,1,63.33,220.0,0,1423,0,1,0,-19.930952,-44.018925,82,1.315,1977,22,5,5,1
550000.0,80,2,2,0,2,13.0,0,120.0,650.0,1,967,0,0,0,-19.9262801,-43.9354228,28,0.257,7390,19,20,12,20
320000.0,45,1,1,1,1,8.0,0,33.44,360.0,1,979,0,0,0,-19.92643822,-43.93522775,28,0.283,7390,19,20,12,20
550000.0,277,2,3,0,2,11.0,1,123.05,521.0,1,995,0,0,0,-19.92669775,-43.93440826,63,0.336,2262,19,20,10,19
650000.0,101,2,3,1,2,16.0,1,333.33,600.0,1,1056,0,1,1,-19.92712906,-43.93527001,28,0.316,7390,19,20,13,17
610000.0,58,1,2,0,1,13.0,2,255.88,780.0,1,1090,0,0,0,-19.92758286,-43.93403846,63,0.274,2262,19,20,12,18
799000.0,120,2,4,0,2,2.0,0,242.58,485.0,0,1274,0,0,0,-19.92915092,-43.93502755,63,0.403,2262,19,20,8,14
750000.0,160,2,3,1,2,3.0,1,222.24,350.0,0,1264,0,0,0,-19.92917204,-43.93313699,63,0.231,2262,19,20,6,15
1250000.0,190,3,4,1,3,2.0,2,254.62,540.0,0,1345,0,0,0,-19.92984088,-43.93467941,63,0.405,2262,19,20,8,14
1711200.0,180,4,3,1,4,13.0,3,500.0,750.0,1,1429,0,0,0,-19.9306114,-43.93444372,63,0.439,2262,19,20,9,13
1650000.0,140,4,4,1,4,8.0,3,74.42,1800.0,0,1504,0,0,1,-19.93104114,-43.93633309,3,0.459,17028,19,17,11,8
990000.0,220,3,4,1,3,6.0,1,286.83,1000.0,1,1493,0,1,0,-19.93121267,-43.93405764,3,0.426,17028,19,20,9,13
1391040.0,200,3,4,1,3,3.0,2,340.56,1700.0,1,1506,0,1,1,-19.93132367,-43.93425811,3,0.41,17028,19,20,9,11
1900000.0,390,2,4,1,2,11.0,2,519.66,1800.0,1,1506,0,1,1,-19.93132367,-43.93425811,3,0.41,17028,19,20,9,11
882000.0,157,2,4,1,2,2.0,1,340.56,2138.0,1,1506,0,0,1,-19.93132367,-43.93425811,3,0.41,17028,19,20,9,11
1100000.0,170,2,4,1,2,8.0,2,340.56,1600.0,1,1506,0,1,1,-19.93132367,-43.93425811,3,0.41,17028,19,20,9,11
950000.0,202,3,4,1,3,1.0,1,350.0,1500.0,1,1527,0,0,0,-19.93152932,-43.93378605,3,0.399,17028,19,20,8,11
4098600.0,576,5,5,3,5,8.0,3,532.59,2000.0,1,1563,0,0,0,-19.93185332,-43.93386608,3,0.363,17028,19,20,8,10
782000.0,150,3,4,1,3,6.0,1,180.0,1200.0,1,1118,0,0,0,-19.92785498,-43.93316771,63,0.181,2262,55,20,8,19
490000.0,141,3,4,1,3,10.0,0,166.67,980.0,1,1118,0,0,0,-19.92785498,-43.93316771,63,0.181,2262,55,20,8,19
1800000.0,160,3,4,2,3,5.0,4,390.0,985.0,1,1109,0,1,1,-19.92899999,-43.92739997,43,0.428,3239,55,20,8,12
1990000.0,205,4,4,2,4,0.0,4,104.25,1980.0,0,1131,0,0,0,-19.9300653,-43.923488,43,0.815,3239,55,20,7,6
850000.0,87,2,3,1,2,6.0,2,232.24,1000.0,1,1174,1,1,0,-19.93014774,-43.92577728,43,0.636,3239,55,20,7,8
1275000.0,308,3,4,1,3,1.0,3,43.08,1400.0,1,1259,0,1,0,-19.93027784,-43.92786098,63,0.461,2262,55,20,9,10
1780000.0,531,4,5,1,4,5.0,4,713.5,1900.0,1,1259,0,1,0,-19.93027784,-43.92786098,63,0.461,2262,55,20,9,10
1300000.0,96,3,3,1,3,8.0,3,550.0,1350.0,1,1184,0,1,0,-19.93047985,-43.92439536,43,0.767,3239,55,20,8,6
980000.0,70,2,2,1,2,0.0,2,50.25,1100.0,0,1256,0,0,0,-19.93063999,-43.92679002,63,0.577,2262,55,20,7,10
4900000.0,310,4,4,2,4,0.0,4,182.83,3400.0,0,1225,0,0,0,-19.93073681,-43.92517317,43,0.727,3239,55,20,8,6
1090000.0,153,2,3,1,2,10.0,2,400.0,1375.0,1,1452,0,0,0,-19.93079139,-43.93071981,63,0.335,2262,55,20,7,12
1150000.0,110,2,3,1,2,7.0,2,562.0,1500.0,0,1336,1,1,0,-19.9307929,-43.92844422,63,0.453,2262,55,20,9,11
590000.0,80,1,2,0,1,1.0,1,170.0,690.0,1,1465,1,1,1,-19.93090839,-43.93075131,63,0.347,2262,55,20,7,13
1500000.0,240,1,4,1,1,7.0,2,400.0,2000.0,1,1265,0,0,0,-19.93107514,-43.92532035,63,0.734,2262,55,20,8,6
848000.0,124,2,3,2,2,10.0,1,79.17,950.0,1,1488,0,1,0,-19.93111539,-43.93081281,63,0.368,2262,55,20,7,12
581273.0,85,2,3,1,2,1.0,0,145.83,400.0,0,1307,0,0,0,-19.93131621,-43.92603194,63,0.684,2262,55,20,7,7
1500000.0,180,2,4,1,2,12.0,2,414.01,1337.0,1,1307,1,1,0,-19.93137921,-43.92573494,63,0.714,2262,55,20,7,8
680000.0,95,3,3,1,3,4.0,1,29.17,850.0,0,1314,0,1,0,-19.93146879,-43.92564661,63,0.727,2262,55,20,7,7
1998000.0,134,3,4,2,3,12.0,3,316.0,1300.0,1,1486,1,1,0,-19.93147001,-43.93017003,63,0.423,2262,55,20,9,10
1100000.0,68,2,2,2,2,0.0,2,35.5,578.0,0,1482,0,1,1,-19.93197288,-43.92906734,31,0.49,14463,55,20,9,8
1130000.0,93,2,3,1,2,5.0,2,505.62,860.0,1,1465,0,1,0,-19.93224563,-43.92794662,31,0.515,14463,55,20,9,6
2067000.0,190,3,4,2,3,16.0,4,1000.0,2000.0,1,1526,1,1,1,-19.93269,-43.92836004,31,0.451,14463,55,20,8,6
1590000.0,167,3,4,1,3,5.0,2,511.5,1200.0,0,1564,0,0,0,-19.93297839,-43.92857287,31,0.412,14463,55,20,8,6
390000.0,40,1,1,1,1,4.0,1,77.96,800.0,1,1515,1,1,1,-19.93308736,-43.92669396,31,0.534,14463,55,20,7,6
650000.0,90,2,4,0,2,1.0,0,193.42,600.0,1,1615,1,0,0,-19.93313756,-43.92940297,31,0.357,14463,55,20,8,7
900000.0,180,2,4,1,2,2.0,2,325.42,1000.0,1,1551,0,0,0,-19.93332437,-43.92707353,31,0.486,14463,55,20,7,6
1600000.0,150,3,4,1,3,19.0,2,39.5,1250.0,0,1583,0,0,0,-19.93336,-43.92799,31,0.414,14463,55,20,7,6
890000.0,70,2,2,1,2,9.0,2,413.0,1600.0,1,1596,0,0,0,-19.93405715,-43.9255957,31,0.576,14463,55,20,8,6
1060000.0,95,2,3,1,2,8.0,2,406.0,1190.0,1,1596,0,1,0,-19.93405715,-43.9255957,31,0.576,14463,55,20,8,6
800000.0,95,3,4,1,3,5.0,2,350.0,1350.0,1,1596,0,1,0,-19.93405715,-43.9255957,31,0.576,14463,55,20,8,6
600000.0,95,3,3,1,3,2.0,1,163.0,320.0,0,1671,0,0,0,-19.93431137,-43.92759036,31,0.378,14463,55,20,8,5
532000.0,98,2,3,0,2,3.0,1,116.67,600.0,1,1671,0,0,0,-19.93431137,-43.92759036,31,0.378,14463,55,20,8,5
2030000.0,200,4,4,2,4,16.0,3,970.74,1560.0,1,1656,0,1,0,-19.93449212,-43.92624405,31,0.494,14463,55,20,8,5
1500000.0,180,3,3,1,3,15.0,2,416.69,1600.0,1,1821,1,0,0,-19.93562559,-43.92790961,31,0.291,14463,55,20,10,3
2760000.0,240,3,4,2,3,9.0,3,1129.83,2500.0,1,1810,1,1,1,-19.93583165,-43.9266234,31,0.421,14463,55,20,9,2
2800000.0,315,5,4,4,5,0.0,4,94.17,2270.0,0,1834,0,0,0,-19.93603038,-43.92673613,31,0.408,14463,55,20,10,2
2950000.0,300,5,4,4,5,3.0,4,1500.0,600.0,1,1834,1,1,1,-19.93603038,-43.92673613,31,0.408,14463,55,20,10,2
540000.0,35,1,1,1,1,6.0,1,130.0,180.0,1,1859,0,1,1,-19.93631002,-43.92646003,31,0.437,14463,55,18,9,3
875000.0,120,3,3,1,3,0.0,1,27.92,1104.0,0,1883,0,0,0,-19.9365658,-43.92628545,31,0.457,14463,55,18,9,4
940000.0,120,3,3,2,3,0.0,1,27.92,1104.0,0,1883,0,0,0,-19.9365658,-43.92628545,31,0.457,14463,55,18,9,4
400000.0,85,1,3,0,1,1.0,1,242.75,240.0,0,2102,0,0,0,-19.93854462,-43.92640472,31,0.516,14463,55,15,8,4
350000.0,95,2,3,1,2,5.0,1,70.92,200.0,1,1080,0,0,0,-19.9279665,-43.9172777,102,0.668,1644,2,14,6,2
410000.0,70,1,3,0,1,2.0,1,30.43,140.0,0,1201,0,0,0,-19.92852471,-43.91526872,102,0.719,1644,2,8,6,1
310000.0,90,2,3,1,2,3.0,1,51.32,300.0,0,1135,0,0,0,-19.92855856,-43.91727762,102,0.732,1644,2,13,6,2
350000.0,110,1,3,0,1,2.0,1,89.93,450.0,0,1117,0,0,0,-19.92857051,-43.91762091,102,0.741,1644,2,14,6,2
379000.0,115,3,3,1,3,1.0,1,120.0,350.0,0,1146,0,0,0,-19.92863001,-43.91718998,102,0.738,1644,2,13,6,2
550000.0,184,3,4,2,3,3.0,1,72.82,430.0,0,1226,0,0,0,-19.92875926,-43.91525976,102,0.745,1644,2,9,6,1
531000.0,177,3,3,1,3,2.0,2,250.0,370.0,0,1244,0,0,0,-19.92912002,-43.91396999,102,0.809,1644,2,5,6,1
450000.0,60,2,2,1,2,4.0,2,145.0,300.0,0,1242,0,0,0,-19.92914352,-43.91186217,102,0.894,1644,2,4,7,1
515000.0,120,2,4,1,2,2.0,1,71.82,600.0,0,1258,0,0,0,-19.9291477,-43.9147796,102,0.794,1644,2,7,7,1
590000.0,125,3,3,1,3,3.0,1,125.0,330.0,0,1251,0,0,0,-19.92927442,-43.91641532,102,0.8,1644,2,9,7,2
230000.0,50,2,2,1,2,1.0,1,26.28,220.0,0,1212,0,0,0,-19.92928732,-43.91713413,102,0.809,1644,2,11,6,2
420000.0,114,2,4,1,2,3.0,2,59.36,250.0,0,1243,0,0,0,-19.92931989,-43.9166243,102,0.806,1644,2,11,7,2
290000.0,100,2,3,1,2,2.0,1,109.0,276.0,0,1272,0,0,0,-19.92939386,-43.91380269,102,0.843,1644,2,6,7,1
350000.0,86,2,3,1,2,2.0,1,73.18,350.0,0,1343,0,0,0,-19.9300211,-43.91398458,102,0.905,1644,2,6,7,1
321000.0,50,1,2,0,1,4.0,1,142.92,365.0,0,1372,0,0,0,-19.930337,-43.9130089,102,0.967,1644,2,5,6,1
560000.0,180,3,3,2,3,3.0,1,105.33,450.0,0,1407,0,0,0,-19.9305903,-43.9140341,102,0.965,1644,2,6,8,1
480000.0,90,2,3,1,2,2.0,1,66.19,250.0,0,1407,0,1,0,-19.9305903,-43.9140341,102,0.965,1644,2,6,8,1
290000.0,70,2,2,0,2,6.0,1,53.81,500.0,1,1349,0,1,0,-19.93063383,-43.91700418,102,0.955,1644,2,8,9,2
490000.0,95,3,3,1,3,2.0,2,110.0,600.0,0,1425,0,0,0,-19.93081696,-43.91262647,102,1.03,1644,2,6,8,1
450000.0,178,3,3,1,3,3.0,1,86.63,300.0,0,1441,0,0,0,-19.93095594,-43.91232798,102,1.056,1644,2,6,10,1
380000.0,164,2,4,1,2,1.0,1,154.0,500.0,0,1448,0,0,0,-19.93101894,-43.91221803,102,1.066,1644,2,6,10,1
437900.0,137,3,4,1,3,1.0,1,170.0,500.0,0,1448,0,1,0,-19.93101894,-43.91221803,102,1.066,1644,2,6,10,1
430000.0,110,3,3,1,3,2.0,2,130.0,320.0,0,1466,0,0,0,-19.9311704,-43.9121314,102,1.085,1644,2,6,10,1
330000.0,100,2,3,1,2,1.0,1,85.93,260.0,0,1522,0,0,0,-19.93169227,-43.91266238,102,1.121,1644,2,3,7,1
320000.0,80,2,2,0,2,2.0,1,80.0,387.0,0,678,0,0,0,-19.9284331,-43.9719885,52,0.669,2848,27,8,6,2
377898.0,127,2,3,1,2,7.0,0,50.36,280.0,0,976,0,0,0,-19.9293855,-43.97618245,52,0.222,2848,27,7,8,3
220000.0,19,1,1,1,1,15.0,1,1200.0,600.0,1,1077,1,1,1,-19.92940002,-43.97761001,52,0.072,2848,27,7,7,2
320000.0,120,1,3,0,1,1.0,0,57.97,150.0,0,1052,0,0,0,-19.93028459,-43.97611266,13,0.248,5229,27,9,8,3
540000.0,112,2,3,1,2,3.0,2,140.0,400.0,0,1076,0,0,0,-19.93097262,-43.97537965,13,0.327,5229,27,8,8,3
405000.0,90,2,3,1,2,0.0,1,43.44,200.0,0,902,0,0,0,-19.93102726,-43.98018723,13,0.189,5229,27,3,5,2
